,Body,acode1,acode2,acode3,acode4,acode5,acode6,acode7,acode8,acode9,acode10,pcode1,pcode2,pcode3,pcode4,pcode5,pcode6,pcode7,pcode8,pcode9,pcode10
1106,i think that in certain areas there is more ambiguity than others for career paths i understand some of that is unavoidable and is just the nature of a certain path but i feel like more leadership development opportunities for staff would be helpful for those staff interested in a people leader route,3,,,,,,,,,,3,70,,,,,,,,
1107,we need more lateral communication and awareness to avoid making decisions that cause redundancy or duplicate efforts,8,,,,,,,,,,,,,,,,,,,
1108,perhaps i m not at a high enough level to see conversations about people getting moved around the business for leadership development opportunities cfa could do a better job at including more people in discussions about long term career planning there appears to be a group of on the rise and then everybody else how can people leaders become better equipped to have career growth discussions with members of their team a couple of years ago a large internal study was done with prophet around talent and capabilities planning since the pandemic began i haven t heard anything more about that work did we spend a million dollars and put another binder on the shelf to collect dust,2,3,54,70,,,,,,,2,3,54,70,,,,,,
1109,prioritization of work especially between multiple teams,4,,,,,,,,,,,,,,,,,,,
1110,year contingent worker policies is difficult in software engineering months of that time is used to really invest in and get someone up to speed,13,,,,,,,,,,13,,,,,,,,,
1111,remote work i think we are really missing the mark with not allowing full time remote minus the large culture building meetings we are going to lose a lot of talent and its really unfortunate that we are stuck on this one i do agree with our culture and how it s built but i think chick fil a is really slow when it comes to new generations and adapting to change,2,7,13,,,,,,,,,,,,,,,,,
1112,use of broad resources that diverse staff bring to the table,69,,,,,,,,,,,,,,,,,,,
1113,we need chick fil a to use dtt s full potential according to an estimate from senior leadership half of all technology chick fil a uses has no involvement from dtt this creates a massive technical debt encourages unnecessary risk and promotes antiquated practices that are sometimes decades behind what dtt offers today other departments need to trust dtt to support their technology needs and dtt needs the business to support that partnership,6,,,,,,,,,,52,,,,,,,,,
1114,it is difficult to not see the total rewards and talent management at cfa to be a little bit inconsistent and vague i know a lot of effort has been made to improve this over the years but there is still a lot of inconsistency across the organization for example a role that is a level in one department might be a in another both really seem to be very similar work and total rewards might find them two levels apart i don t mean to target total rewards but i believe more consistency could be achieved,2,,,,,,,,,,2,,,,,,,,,
1115,sometimes we can decide who should decide things understanding who owns the d can also be an issue that slows things down,13,,,,,,,,,,13,,,,,,,,,
1116,communication decisions,8,,,,,,,,,,,,,,,,,,,
1117,speed of contract review,13,,,,,,,,,,13,,,,,,,,,
1118,collaboration amongst fellow team members,53,,,,,,,,,,53,,,,,,,,,
1119,i don t know if there s a good way around this but i feel like there are a lot of different types of meetings that can sometimes get in the way of work productivity i know it s important to meet as part of culture building so i m not necessarily trying disrupt that but i will say that as contractor i was able to get a lot more work done as compared to when i became a staff member,7,,,,,,,,,,7,,,,,,,,,
1120,i think giving as much clarity as early as possible for big decisions that may affect staff could be improved it felt like the decision to delay reopening the support center fully was sprung up last minute and changed a number of people s plans,12,,,,,,,,,,,,,,,,,,,
1121,have the option for remote work for great talent that is not local,2,,,,,,,,,,2,,,,,,,,,
1122,total rewards as i understand it that team has a tremendous amount of responsibility i do not envy them or presume the decisions are made lightly from the first introduction of total rewards there were changes made that did seem to improve the initial leveling total rewards i still believe however that there are some glaring inconsistencies across the business while i am very grateful for chick fil a s care in compensation inconsistencies have a negative impact on morale and culture for instance when the new structure was initially implemented i was placed at one level i felt it was wrong as did my people leader a year later that leveling was changed it was explicitly explained to me that this was not a promotion but a correction as they did agree my leveling was errant to begin with what was never acknowledged or addressed however was the fact that after a year of working at what was conceded as an incorrect level the adjustment never came with any back compensation i would just assume have been granted a promotion with no back compensation but given that i was explicitly told it was a correction back compensation would ve made sense as i said i am grateful for the correction in leveling i m grateful for the many ways chick fil a takes care of me i did not even bring the back compensation up at the time though lest it be construed as me being ungrateful and a perpetual black mark on my reputation further on total rewards we were told that the levels would provide a standard way to gauge work and that it would be consistent to the job not the individual i applaud that decision however in recent moves i know of two individuals moving to new roles in which they were one if not two levels lower than their predecessor in those roles there may be a reason for this but the explanation of the decision was missing and leaves staff feeling as though total rewards is still a black box into which we have very little understanding,3,,,,,,,,,,3,,,,,,,,,
1123,timing of communicating decisions choosing to withhold information to wait for things to be perfectly buttoned up breeds a lack of psychological safety in staff and operators leading to a feeling being stuck in a primal threat response and inability to work productively,8,53,,,,,,,,,53,,,,,,,,,
1124,cross functional technology decisions that are supported by dtt,6,,,,,,,,,,6,,,,,,,,,
1125,decisions about project priorities teams are often given many top priorities and it s difficult to create focus and provide meaningful deliverables with those competing or changing priorities,4,,,,,,,,,,,,,,,,,,,
1126,the organization structure at the mid and low levels that i am exposed to lead to a slow and fuzzy decision making people gather in groups and committees to avoid the accountability for owning decisions,13,,,,,,,,,,13,,,,,,,,,
1127,some decisions could be made more quickly than today i think we are moving away from consensus and that needs to continue i think just general decision making techniques like asking what people think the solution should be before you take much time on it could save time if everyone is already in agreement or has a gut feel for the same decision,13,,,,,,,,,,13,,,,,,,,,
1128,cfa should not enforce the vaccine mandate i understand following laws but i would expect cfa to fight back in certain situations such as if a law was proposed that required businesses to be open on sundays requiring employees to be tested at least once per week is not a viable option and segregating employees for mask wearing based on vaccination status does not encourage good workplace culture i would expect a christian company not to encourage vaccinations created with strong abortion ties,7,,,,,,,,,,,,,,,,,,,
1129,timing it takes to hire talent a lot of talent end up finding other offers as the recruiting process is lengthy,2,,,,,,,,,,2,,,,,,,,,
1130,cfa has outsourced many operator facing services which has reduced the operator staff relationship to that of transaction and judgment and we wonder why operators don t trust staff the only way to show care to operators is by having a relationship and we need a reason to know one another if every interaction with cfa is an interview operators will not share what is really going on in their lives and the brand of cfa will suffer think ryan osbrink and the las vegas operator who committed animal cruelty providing an internal executive coaching practice would go a long way,53,,,,,,,,,,53,,,,,,,,,
1131,another type of decision i think chick fil a can improve on is getting everyone in the business to adopt an agile and lean methodology mindset these programs are available to chick fil a and are on degreed but i think as an organization it is important to set these as standards and practices early in a new staff member s career with chick fil a that will allow a new staff member to be equipped with the tools to tackle their projects with periodic training and accountability the new staff member can monitor for progress and improvements throughout their tenure with chick fil a,3,,,,,,,,,,3,,,,,,,,,
1132,better mix of seasoned and new to workforce talent,2,,,,,,,,,,2,,,,,,,,,
1133,people decisions we need to be able to hire faster provide better accountability for people leaders giving good feedback and be willing to let people go when necessary,13,70,,,,,,,,,13,70,,,,,,,,
1134,staffing decisions,2,,,,,,,,,,2,,,,,,,,,
1135,approach to technical projects we are taking on building way too many custom software projects because cfa is different teams are working in isolation to meet departmental requests without a whole restaurant strategy we should be buying more software and only building what is absolutely necessary we are launching completely new development efforts faster than we are hiring individuals and it takes many individuals to develop software or even oversee it being developed by contractors,13,52,53,,,,,,,,53,,,,,,,,,
1136,look to expand the support center geographically the reality is that new talent has a hard time getting excited about making the drive to buffington marietta alpharetta midtown austin tx nc or sc we are just getting too huge not to think about spinning up offices that are true representations of our brand need to ensure these offices also have the benefits buffington has childcare gym cafe etc,2,,,,,,,,,,2,,,,,,,,,
1137,listen to a good mix of operators operating decision to allow stores to close at was looked on by other operators as weakness,53,,,,,,,,,,53,,,,,,,,,
1138,cfa needs to continue to work on diversity and inclusion may be sharing dei messages during team meetings will be a great way to start being transparent help spread the word,69,,,,,,,,,,69,,,,,,,,,
1139,we do not effectively acknowledge failed products suggested ordering has existed for years without cracking a adoption rate and the items that they do accept it for are low value that is failure and yet we continue to dedicate an inordinate amount of time and effort to this project we blame the need for better inventory data i e getting the operators to provide more accurate inventory counts but maybe the operators are telling you that suggested ordering just isn t that helpful to them to justify that work that is failure,53,,,,,,,,,,53,,,,,,,,,
1140,allow the culture to stretch and bend a bit to keep up with the modern workplace,7,,,,,,,,,,7,,,,,,,,,
1141,making sure that we build in time and resources to respond to rapidly changing directions if we plan of resources for a year it makes it difficult to respond quickly to changes needed to best serve the restaurants,13,53,,,,,,,,,13,53,,,,,,,,
1142,a decision on who gets promoted and providing clear direction on how the promotion process works,3,12,,,,,,,,,3,,,,,,,,,
1143,chick fil a could improve the sequencing of work so that groups across the company are working on the same outcomes at the same time and therefore able to be most productive together connecting and sequencing similar work that is happening across departments would save a lot of churn and duplicative efforts that happen today,52,,,,,,,,,,52,,,,,,,,,
1144,hiring decisions make good ones just the speed at which we do,2,13,,,,,,,,,2,,,,,,,,,
1145,we are growing really fast so it takes longer to find the right people or teams to work with now even for people that have been at cfa for a number of years,13,54,,,,,,,,,13,54,,,,,,,,
1146,chick fil a should certainly listed to their candidates i recently relocated to atlanta for a job about three hours from my original location my family had lived in that previous area for over years we agonized over the decision to relocate to atlanta for the cfa position my position was made clear to the recruiter but it was made clear that the position would have to relocate in the end we decided to relocate pulling our four kids out of the world they were comfortable in and being torn away from deep friendships last week it was announced that now we can live anywhere as long as we can travel for the new flexible future this certainly made myself and my wife feel like we were kicked in the stomach the relocation was and still is very hard on my family,2,,,,,,,,,,2,,,,,,,,,
1147,infrastructure we put too little focus on maintaining what already exists in order to add more to the catalog,4,,,,,,,,,,,,,,,,,,,
1148,chick fil a could improve how they are perceived by highlighting diversity among staff members,69,,,,,,,,,,69,,,,,,,,,
1149,increase the speed of decisions around working from home strategy,13,,,,,,,,,,13,,,,,,,,,
1150,headcount prioritization and allocation seems to have gotten out of control it seems like we might be hiring an excessive number of people,2,4,,,,,,,,,2,,,,,,,,,
1151,making leadership organizational changes without thinking about the cascading effects admin support promotions is not always considered as well as tactical decisions like who now owns decisions and those answers aren t often communicated clearly and well to everyone involved in a timely manner after changes go live,3,8,12,,,,,,,,3,70,,,,,,,,
1152,in some cases there are decisions which need to be made quickly and others which could wait i think we need to really improve on how the decisions will impact all parties involved,13,,,,,,,,,,13,,,,,,,,,
1153,legal review can take too long due to understaffing,2,,,,,,,,,,2,,,,,,,,,
1154,hiring talent,2,,,,,,,,,,2,,,,,,,,,
1155,cfa departmental leadership could be more transparent in growth opportunities with their team sometimes i feel in the dark and feel like i will be stuck in my professional development i see other departments do this well and show great transparency how might departments run in a similar manner,52,54,,,,,,,,,52,,,,,,,,,
1156,unclear resourcing and contractor rules has led my team to expend over a year of urgent work without help it s frustrating and we are on the edge of burnout,12,,,,,,,,,,,,,,,,,,,
1157,internal consistency of support to staff and operators through ast and new restaurant development,53,,,,,,,,,,53,,,,,,,,,
1158,navigating restaurant customization requests from operators especially those that happen during construction in their defense the timing of their selection is often right before or just after construction starts so they don t have an opportunity to weigh in earlier in the process if that is the reality of the situation is there a better way though operator panels etc that we make decisions more globally and less individually also if one person on the team makes a decision on an operator customization request that the operator or even another cfa staff member is not happy with they frequently reach out to other folks until they get a yes,53,,,,,,,,,,53,,,,,,,,,
1159,infrastructure continue to grow without the infrastructure to do it well for example we are opening many more new restaurants than ever before in but we have not built out the staff in critical areas that support this work staffing decisions need to be made with a wider and more strategic view we are still placing headcount the way we did years ago this also applies to,2,53,,,,,,,,,2,53,,,,,,,,
1160,development of infrastructure technology to support staff,6,,,,,,,,,,6,,,,,,,,,
1161,reinvestment decisions in existing restaurants we are spending dollars on work that is regularly undone because of myopic focus we do not have a central data base that provides information on work planned at any given restaurant we lose sales by uncoordinated efforts to improve restaurants that results in mis spent money and unnecessary restaurant closings,53,,,,,,,,,,53,,,,,,,,,
1162,funding and budget decisions we still operate on a calendar year which is too long for a fast growing company dynamic resourcing was slow and not dynamic,13,54,,,,,,,,,13,54,,,,,,,,
1163,sometimes missing the forest for the trees if there is a strong business case for an innovation but there is an incremental increase in initial cost it is sometimes difficult to gain acceptance for the innovation even if there is a higher return on capital invested sometime we must look beyond individual sub department budgets and think about stewardship across the business what is the best longterm decision higher level leadership should weigh in,52,,,,,,,,,,52,,,,,,,,,
1164,innovation there has been a lot of growth in the area of innovation and pursuing what s next especially over the past years there is still so much room to grow in this area of the business with dedicated focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster we need to focus the innovation efforts grow them support them and ensure they are creating solutions to the many pressing needs in the field,4,13,54,,,,,,,,13,54,,,,,,,,
1165,we need to improve how the timing of mro relates to the expansion of cfa who runs a restaurant will be one of the biggest tensions going forward the further ahead we can prepare an operator and make that decision earlier in the process will make it better it be for both the operator and the cfa inc,53,,,,,,,,,,53,,,,,,,,,
1166,we need to make a bigger push to have more staff visit restaurants it s the lifeblood of our business and many decisions are getting made without physically seeing them in the field,53,,,,,,,,,,53,,,,,,,,,
1167,at a department or sub team level accountability and responsibility of work,52,,,,,,,,,,52,,,,,,,,,
1168,promotions should be based on merit and not on meeting quotas,3,,,,,,,,,,3,,,,,,,,,
1169,questionable leadership promotions,3,70,,,,,,,,,3,70,,,,,,,,
1170,when an operator has an issue who makes the final decisions it seems to fall into a swirl and it s unclear who and when the decision will be made,53,,,,,,,,,,53,,,,,,,,,
1171,speed of resource allocation while the process has gotten much more streamlined than years ago it still takes a considerable amount of time to land people resources at the speed with which this business is moving being nimble in our resource support is critical to not fall behind,13,,,,,,,,,,13,,,,,,,,,
1172,it would be great to see some work implemented out of the dei work,69,,,,,,,,,,,,,,,,,,,
1173,we should improve our talent decisions in regards to speed i think we are often under water before a position is even approved and then the time to get someone into the role takes too long we need those decisions to be made before it becomes reactionary,2,13,,,,,,,,,2,,,,,,,,,
1174,supporting staff when operators take advantage of their position,53,,,,,,,,,,53,,,,,,,,,
1175,job leveling has negatively impacted our culture decisions made around leveling is extremely poor,3,7,,,,,,,,,7,,,,,,,,,
1176,staffing levels to true business need,2,,,,,,,,,,2,,,,,,,,,
1177,be mindful of getting to be too bureaucratic as to slow down the decision making process,13,,,,,,,,,,13,,,,,,,,,
1178,creating too many priorities in the daily work for staff many jobs have turned into hour days with many people playing multiple roles,4,,,,,,,,,,,,,,,,,,,
1179,i think leveling has helped create a lot of clarity however there are still many inconsistencies that are very hard to understand,3,12,,,,,,,,,,,,,,,,,,
1180,more flexibility in reinvestments i e type and frequency based on restaurant needs,53,,,,,,,,,,53,,,,,,,,,
1181,identifying and executing on quick impact imperfect but helpful ways to help solve operators immediate business needs not forming a sub team to go fact finding for six months,13,53,,,,,,,,,13,53,,,,,,,,
1182,i have had a lot of direct reports some for short periods of time each leader had different ideas of professional growth it makes it difficult to advance in your career,3,54,,,,,,,,,3,54,70,,,,,,,
1183,consistency there is a lot of leeway given therefore some departments are culturally very different than others,7,52,,,,,,,,,52,,,,,,,,,
1184,some operators seem to think it is ok to treat staff as their servants to make them cry to complain and belittle and to demand certain staff requirements chick fil a does not seem to care or do anything about these problem operators,53,,,,,,,,,,53,,,,,,,,,
1185,stemming from example we need to make sure that structural changes do not lead to an excessive bureaucracy the company is growing but we still need to remain nimble,54,,,,,,,,,,54,,,,,,,,,
1186,those involving promotions to people leaders,3,70,,,,,,,,,3,70,,,,,,,,
1187,i can only speak to my experience and what i m exposed to i trust that decisions around a change in processes and systems are thought through however for end users it often feels like there isn t a great understanding of the impact of how multiple changes at one time will impact internal and external teams from a workload and capacity standpoint,54,,,,,,,,,,,,,,,,,,,
1188,cfa needs to improve their promotional practices again if you don t fit a certain mold you will not be promoted some people are in leadership positions because of their tenure or because of who they know not everyone is meant to lead people some people need to lead a process and some people shouldn t lead at all,3,70,,,,,,,,,3,70,,,,,,,,
1189,employee growth and development,54,,,,,,,,,,54,,,,,,,,,
1190,leadership decisions,70,,,,,,,,,,70,,,,,,,,,
1191,need to balance use of mobile devices and interaction with customers we may be losing out on postively impacting our community because we focus too much on efficiencies and production,53,,,,,,,,,,53,,,,,,,,,
1192,career paths promotions it is unclear how most roles can move up or be promoted at cfa every people decision must go through so many layers to be approved and the process as well as timing for approvals seems unclear promoting from within seems more challenging in our new system i feel we will see more hopping around the company to open roles to climb the ladder than what we may desire new perspective is great to have but losing great talent on your team because they don t see a way to grow where they are is a problem,3,12,,,,,,,,,2,3,,,,,,,,
1193,improved technology to do our work more efficiently either at home or at the support center seems like every group uses a different platform and they don t all talk to each other,6,,,,,,,,,,6,,,,,,,,,
1194,technology,6,,,,,,,,,,6,,,,,,,,,
1195,there can be improvement in the structure of who decides how work gets done the current structure of many departments doesn t lend itself for the people closest to the work to make the critical decisions it takes a lot of time for everything to go up the chain for approvals and often takes away the ability to make flexible in the moment adjustments needed to provide the best quality product work,52,,,,,,,,,,52,,,,,,,,,
1196,speed to define and execute solutions to the operator support center relationship we ve stood up several groups and initiatives operator support team enterprise support responsiveness now rob s work but the groups get little leadership air cover funding or decision making capabilities so the work goes no where there are incremental advancements we can make that will have impact but we don t because we re trying to boil the ocean,13,53,,,,,,,,,13,53,,,,,,,,
1197,upwards feedback for people leaders and providing a clear and safe outlet in the talent department for employees to seek advice counsel or support confidentially particularly for staff who are frustrated or burnt out in their role and cannot make headway with their people leader or do not feel heard supported adequately,2,12,52,70,,,,,,,2,70,,,,,,,,
1198,decisions where there is misalignment in priorities across cfa inc and its subsidiaries e g if a subsidiary has x as a priority but inc does not and it requires both subsidiary and inc resources to be completed what happens,4,,,,,,,,,,,,,,,,,,,
1199,decisions related to data management lag time resulting from insufficient data coming from disparate systems the need to automate how we work is paramount as the size and complexity of the organization continues to climb,6,54,,,,,,,,,13,,,,,,,,,
1200,bending to the culture by implementing the latest trends equity training,7,69,,,,,,,,,7,,,,,,,,,
1201,there are so many competing priorities,4,,,,,,,,,,,,,,,,,,,
1202,dei despite best intentions and efforts i m not sure we ve made enough strides here what are we doing to truly move the needle at the support center and in the field i get the feeling that the majority of staff and operators think that treating people with honor dignity and respect means they don t have any work to do in the dei space and that is woefully untrue this area is a blind spot for many across the organization they think they ve done the work and they ve barely dipped in their toes while hearts may be in the right place on this more action is needed,53,69,,,,,,,,,53,,,,,,,,,
1203,promotions merits,3,,,,,,,,,,3,,,,,,,,,
1204,career development the approach framework to map out one s career progression with actionable goals and outcomes that limits uncertainty as to where one is heading with their career at supply bcf,3,,,,,,,,,,3,,,,,,,,,
1205,project pipeline creation prioritization and execuition,4,,,,,,,,,,,,,,,,,,,
1206,talent selection process,2,,,,,,,,,,2,,,,,,,,,
1207,people level decisions there is too much variation in how the talent rewards department approves or rejects level changes,2,52,,,,,,,,,2,52,,,,,,,,
1208,promote healthy culture and allow people in the lgbtq to feel open and welcome,7,,,,,,,,,,7,,,,,,,,,
1209,support and operational decisions for test concepts and new ventures examples little blue menu puerto rico restaurants e commerce chick fil a originals we spend an incredible amount of time money and staff planning to launch and support these concepts with limited pilots and testing if we are trying to be more agile we should be making the support and operational decisions quicker so we can test pilot and learn,53,,,,,,,,,,53,,,,,,,,,
1210,when decisions are made that impact multiple areas of the business determining how to accommodate for the fact that departments are not structured staffed or led the same way decisions are being made involving multi departments but the departments capacities capabilities and priorities are no on the same level when one department is designed to move fast has to partner with a department that is not resourced or structured to move as fast problems emerge,4,52,54,,,,,,,,52,,,,,,,,,
1211,timing of rollouts to restaurants sometimes there s too much hitting restaurants at once,53,,,,,,,,,,53,,,,,,,,,
1212,rotate senior leadership to spread knowledge celebrate talent and give opportunites for department growth,2,52,54,70,,,,,,,2,52,70,,,,,,,
1213,i find it admirable that chick fil a takes time and care in making hiring decisions i believe the retention and high caliber teams are partly due to this caution and care but on the other hand it can feel truly ridiculous how long it takes to make certain hiring decisions or get job descriptions ready i have experienced the stress from teams as they wait for progress and it seems like a trend across the business the work does not go away as teams wait for new teammates so it becomes taxing for the whole team,2,,,,,,,,,,2,,,,,,,,,
1214,lack of measurements that drive success meaning too often a decision is made based on operator satisfaction approval or just internal staff approval if more decisions were value based measured based on their return of value back to the business then we would have more effective solutions going to market and less ineffective solutions being tested or launched,53,,,,,,,,,,53,,,,,,,,,
1215,consider deploying a variety of staff to the field to help operators and tms with labor shortage and other needs depending on the crisis du jour i m not referring to ops leads but rank and file staff that are mainly office based,53,,,,,,,,,,53,,,,,,,,,
1216,department team level decisions where it feels like at least a huge number of sign offs is required,52,,,,,,,,,,52,,,,,,,,,
1217,we need better decisions on who can own or delegate the decision for work redundant work is all around us in addition without leadership clarity several functions believe they own the work and decisions this can lead to passive aggressive demeanor and silos,70,,,,,,,,,,70,,,,,,,,,
1218,not so much the decision but the speed and transparency some decisions would be better accepted if people felt brought along we are much better at this today,13,,,,,,,,,,13,,,,,,,,,
1219,still need to move quickly on strategic bets and unexpected opportunities for instance our employer proposition for team members is getting weakened by other company s offers tuition assistance etc we need to move more quickly in helping operators attract and retain great talent,2,13,53,,,,,,,,2,53,,,,,,,,
1220,officer or higher level leaders overriding a specific rollout plan when pressed into a tough operator conversation projects often see a whole timeline shifted by individual acting on what feels like a good impulse to help ish restaurants just to impact the other ex ice bath breading tables slated to rollout but promised to one operator group that impacted overall production and shipping timeline because we didn t have enough in inventory yet,53,70,,,,,,,,,53,,,,,,,,,
1221,speed of rollout things,13,,,,,,,,,,13,,,,,,,,,
1222,the cwt platform is not always functional reliable and the customer service reps are not customer friendly as one would expect,53,,,,,,,,,,53,,,,,,,,,
1223,projects and collaboration need to go faster and be delivered with more effectiveness to the field i heard an outside consultant who works with chick fil a inc say he could not believe how flexible and responsive operators and team members are while at the same time inc is so political and slow to work and implement if we really wanted to roll the new ice bath breading table to the field in months we could do it we just choose to hold back for trade off reasons but then nothing else gets delivered quickly for the trade off we have to be willing to really say we cannot do everything at once,13,53,,,,,,,,,13,53,,,,,,,,
1224,at times it feels like we make current operators wait on a relocation or mro decision much longer than we should sometimes the process doesn t feel very honoring,53,,,,,,,,,,53,,,,,,,,,
1225,big moves dei is a liberal woke agenda power play to grab more power and opportunities for minorities based on them being minorities it s not about equality it speaks to only a portion of our company who have bought into the liberal bias and liberal propaganda and it alienates most of staff who are too scared to say anything dei needs to close some serious communication gaps on how dei is a win for the white people who are being left behind simply because they are white,8,69,,,,,,,,,69,,,,,,,,,
1226,lean more into clearer firmer expectations of required culture cornerstone activities and in person engagements to preserve culture and deepen relationships,7,12,,,,,,,,,7,,,,,,,,,
1227,selection criteria for internal roles there have been multiple examples in the last months where applicants for open roles were told they were rejected due to not meeting listed job requirement qualifications only to find out the selected candidate lacked certain required qualifications as well we can be better here,2,,,,,,,,,,2,,,,,,,,,
1228,the decision to pull all learning and development into one huge mammoth department how was this made are we checking in on how this is going and how other departments are experiencing this change,52,,,,,,,,,,52,,,,,,,,,
1229,accelerating the activation of forward thinking and or innovative decisions to help operators with their capacity constraints,53,54,,,,,,,,,53,,,,,,,,,
1230,we definitely need improvement in the area of talent management systems it is very difficult to find anyone including our talent representative who completely understands it and who can explain it to others in a way that they can understand it even with the improvements we have we only address and spend time clarifying the upper levels in the system my own people leader is baffled by the explanations we get from talent i m a little tired of answers like i know it s confusing but,2,,,,,,,,,,2,,,,,,,,,
1231,selection of operators to relocate the operator s engagement and results in their current store until the turnover date should be the main factors in choosing them to relocate,53,,,,,,,,,,53,,,,,,,,,
1232,it s not so much about what decisions but about the time it takes to make or implement them we did great with this in the middle of covid i was very encouraged by how quick and decisive the organization made decisions i don t want us to lose that because i think it is one of our greatest opportunities to improve as an organization,13,,,,,,,,,,13,,,,,,,,,
1233,culture decisions are another area where i think we need to improve many people came to chick fil a because we have a culture set apart from so many other businesses and corporations i think over the past months or so we allowed our culture to stray more towards the mainstream where now it feels that having a traditional set of chick fil a values is less accepted than before,7,,,,,,,,,,7,,,,,,,,,
1234,headcount,2,,,,,,,,,,2,,,,,,,,,
1235,decision ownership is often unclear multiple areas of the business may think they own the d and then there is confusion and unnecessary swirl,12,,,,,,,,,,,,,,,,,,,
1236,our planning process including headcount should be driven strategy first and not department first we suboptimize resource allocation especially headcount by having departments drive headcount prioritization specifically for roles that are required to support broad enterprise capabilities or strategic bets,2,4,52,,,,,,,,2,52,,,,,,,,
1237,leveling of technical staff members staff in technical or within dtt are grossly underleveled world renowned engineers or analysts in the line of business being levels below someone that comes in with less or similar experience seems really strange or cases where leveling and expertise don t align,6,,,,,,,,,,,,,,,,,,,
1238,as the company grows bigger i am concerned about cultural dynamics changing how do we grow while maintaining what makes chick fil a special as someone young in the company i admit that i feel that i don t understand chick fil a culture completely and i had the opportunity to be at the support center before it closed i wonder how the hundreds of employees who have worked completely virtually feel,7,54,,,,,,,,,,,,,,,,,,
1239,more diversity,69,,,,,,,,,,,,,,,,,,,
1240,i am concerned that chick fil a is becoming more and more like any other organization in the marketplace our culture seems to be losing its moral compass as outside influences and secular mindsets penetrate our decision making models it feels as though the outside culture has begun to take over our inside culture and it is disheartening,7,,,,,,,,,,7,,,,,,,,,
1241,decisions where communication is handled only by word of mouth and trusting leaders to tell others who they think are impacted,8,,,,,,,,,,,,,,,,,,,
1242,discrepancy in interpretation by supervisor on what constitutes a promotion it s not always a concrete determination and some supervisors hold higher standards than others when it comes to promotions another related area would be roles within sub teams that are leveled the same but don t have the same level of expectation pressure for that same role on another sub team it creates frustration and makes it difficult to justify moving to the next level if the compensation isn t equitable to the added demands pressures that someone on a different team at the same level would face,3,,,,,,,,,,3,,,,,,,,,
1243,we need to stop doing work that does not add economic value and reallocate funds more quickly to the work that is adding value based on the audiences,13,,,,,,,,,,13,,,,,,,,,
1244,we recently had our department split in two and it was not why some people moved into the new department and others remained in the old department from what i ve heard the decisions came from high up on the food chain and the immediate people leaders were not involved in the decisions,52,,,,,,,,,,52,,,,,,,,,
1245,i don t feel like i have an advocate in leadership because i m not one of their acquaintances friends i do not feel supported i have thought about transitioning to another department on several occasions,52,,,,,,,,,,52,70,,,,,,,,
1246,be brave enough to move people out of leadership roles if they are not the right fit for the people they are over,70,,,,,,,,,,70,,,,,,,,,
1247,leadership opportunities and lack of clarity around promotion growth,3,12,54,70,,,,,,,3,54,70,,,,,,,
1248,de i cultural decisions feels like we cater to one type of group so that they are not upset,7,69,,,,,,,,,7,,,,,,,,,
1249,limiting amount of programs events initiatives etc that take up time of staff and operators,53,,,,,,,,,,53,,,,,,,,,
1250,prioritization of varying agendas streamlining of organization goals was evident in plan presented to staff however some pet projects still exist that do not provide return on investment to organization and which also drain capacity and energy of teams,4,54,,,,,,,,,,,,,,,,,,
1251,please stop overwhelming us with tools and buzz word concepts instead of focusing on the work we need to focus on getting the work done instead of learning the new buzz word or gadget tool of the day,4,6,,,,,,,,,,,,,,,,,,
1252,i m grateful for chick fil a s decision to allow for a flexible future however i question the decision to dictate a set number of days staff should be in the office i m not sure why we wouldn t require staff to be in person for the cultural cornerstones but allow for individual choice around where work happens for everything else i m worried that this decision could cost us in terms of retaining and attracting talent,2,7,,,,,,,,,2,,,,,,,,,
1253,job levels and promotions there is not a process to promote or reward staff for taking on or expanding their current roles or work it seems like most actually have to change jobs in order to move up or get promoted,3,,,,,,,,,,3,,,,,,,,,
1254,customer experience how can we ensure the customer experience is as close as possible to what customers experienced in truett s restaurants,53,,,,,,,,,,53,,,,,,,,,
1255,areas in technology need to be reevaluated to know if we need more experienced hires or more people to keep up with the rapidly changing environment once dtt makes the changes to fix one issue there s plenty more to address why do we not have a fraud prevention tool in place to prevent bad actors fraudsters in our app and prevent money walking out the door either hire the right programmers to create our own fraud tool or invest the money for a fraud prevention tool,6,,,,,,,,,,6,,,,,,,,,
1256,career path related decisions and transparency needed around them,3,,,,,,,,,,3,,,,,,,,,
1257,international the strategy feels like we want it all without any acknowledgement of tradeoffs we want direct investment without being willing to resource the incredible headcount difference that strategy change includes we want to launch with minimum viable product but then are surprised when operators and team members expect more from us and we aren t resourced to provide more than that we want to support those existing teams with the same resources that are also tasked with designing and building multiple overlapping timelines for one new country per year i would recommend a hard look at priorities quality or speed quantity of countries or getting it right before moving on in country specialization and staffing like many multi national companies have or trying to clone us because we lack dedicated support to do anything different,2,,,,,,,,,,2,,,,,,,,,
1258,the decision on what technology i need want to use could be better,6,,,,,,,,,,6,,,,,,,,,
1259,updating tech systems pos kps payroll check writer hotschedules all of these systems are either extremely out of date or not flexible this creates many issues from an integration stand point,6,,,,,,,,,,,,,,,,,,,
1260,creating more in person opportunities those that do not want to attend do not have to but if you are not careful the culture of chick fil a will be lost as we are not together enough,7,,,,,,,,,,7,,,,,,,,,
1261,promotions merit raises,3,,,,,,,,,,3,,,,,,,,,
