Id,Body
2919,"I think that in certain areas there is more ambiguity than others for career paths, I understand some of that is unavoidable and is just the nature of a certain path. But I feel like more leadership development opportunities for staff would be helpful for those staff interested in a people leader route."
2926,We need more lateral communication and awareness to avoid making decisions that cause redundancy or duplicate efforts.
2932,"Perhaps I'm not at a high enough Level to see conversations about people getting moved around the business for leadership development opportunities. CFA could do a better job at including more people in discussions about long term career planning. There appears to be a group of ""on the rise"" and then everybody else. How can People Leaders become better equipped to have career growth discussions with members of their team? A couple of years ago a large internal study was done (with Prophet) around Talent and Capabilities Planning. Since the pandemic began I haven't heard anything more about that work. Did we spend a million+ dollars and put another binder on the shelf to collect dust?"
2938,"Prioritization of work, especially between multiple teams"
2946,1-year contingent worker policies is difficult in Software Engineering.  6 months of that time is used to really invest in and get someone up to speed.
2947,"Remote Work. I think we are really missing the mark with not allowing full-time remote, minus the large culture building meetings. We are going to lose a lot of talent and its really unfortunate that we are stuck on this one.  I do agree with our culture and how it's built, but I think Chick-fil-A is really slow when it comes to new generations and adapting to change."
2952,Use of broad resources that diverse staff bring to the table
2954,"We need Chick-fil-A to use DTT?s full potential. According to an estimate from senior leadership, half of all technology Chick-fil-A uses has no involvement from DTT. This creates a massive technical debt, encourages unnecessary risk, and promotes antiquated practices that are sometimes decades behind what DTT offers today. Other departments need to trust DTT to support their technology needs, and DTT needs the business to support that partnership."
2957,It is difficult to not see the Total Rewards and Talent management at CFA to be a little bit inconsistent and vague. I know a lot of effort has been made to improve this over the years but there is still a lot of inconsistency across the organization. For example a role that is a level 10 in one department might be a 12 in another. Both really seem to be very similar work and Total Rewards might find them two levels apart. I don't mean to target Total Rewards but I believe more consistency could be achieved.
2960,"Sometimes we can decide who should decide things.  Understanding who owns the ""D"" can also be an issue that slows things down."
2962,Communication decisions.
2968,Speed of contract review.
2971,Collaboration amongst fellow team members.
2972,"I don't know if there's a good way around this but I feel like there are a lot of different types of meetings that can sometimes get in the way of work productivity.  I know it's important to meet as part of culture building, so I'm not necessarily trying disrupt that, but I will say that as contractor I was able to get a lot more work done as compared to when I became a staff member."
2974,I think giving as much clarity as early as possible for big decisions that may affect staff could be improved. It felt like the decision to delay reopening the Support Center fully was sprung up last-minute and changed a number of people's plans.
2978,Have the option for 100% remote work for great talent that is not local.
2980,"Total Rewards. As I understand it, that team has a tremendous amount of responsibility. I do not envy them or presume the decisions are made lightly. From the first introduction of Total Rewards, there were changes made that did seem to improve the initial leveling/total rewards.  I still believe, however, that there are some glaring inconsistencies across the business. While I am very grateful for Chick-fil-A's care in compensation, inconsistencies have a negative impact on morale and culture. For instance, when the new structure was initially implemented, I was placed at one level. I felt it was wrong as did my people leader. A year later, that leveling was changed. It was explicitly explained to me that this was not a promotion, but a ""correction"" as they did agree my leveling was errant to begin with. What was never acknowledged or addressed, however, was the fact that, after a year of working at what was conceded as an incorrect level, the adjustment never came with any back compensation. I would just assume have been granted a promotion with no back compensation, but given that I was explicitly told it was a correction, back compensation would've made sense.  As I said, I am grateful for the correction in leveling. I'm grateful for the many ways Chick-fil-A takes care of me. I did not even bring the back compensation up at the time though, lest it be construed as me being ungrateful and a perpetual black mark on my reputation.  Further, on total rewards, we were told that the levels would provide a standard way to gauge work and that it would be consistent to the job, not the individual. I applaud that decision HOWEVER, in recent moves, I know of two individuals moving to new roles in which they were one if not two levels lower than their predecessor in those roles. There may be a reason for this, but the explanation of the decision was missing and leaves staff feeling as though Total Rewards is still a black box into which we have very little understanding."
2981,"Timing of Communicating Decisions - choosing to withhold information to wait for things to be perfectly buttoned-up breeds a lack of psychological safety in staff and operators leading to a feeling being stuck in a primal ""threat"" response and inability to work productively."
2982,Cross-functional technology decisions that are supported by DTT.
2987,Decisions about project priorities. Teams are often given many top priorities and it's difficult to create focus and provide meaningful deliverables with those competing or changing priorities.
2992,- The organization structure at the mid and low levels that I am exposed to lead to a slow and fuzzy decision making; people gather in groups and committees to avoid the accountability for owning decisions.
2999,"Some decisions could be made more quickly than today. I think we are moving away from consensus, and that needs to continue. I think just general decision making techniques, like asking what people think the solution should be before you take much time on it, could save time if everyone is already in agreement or has a gut feel for the same decision."
3000,"CFA should not enforce the vaccine mandate - I understand following laws, but I would expect CFA to fight back in certain situations, such as if a law was proposed that required businesses to be open on Sundays.  Requiring employees to be tested at least once per week is not a viable option, and segregating employees for mask-wearing based on vaccination status does not encourage good workplace culture.  I would expect a Christian company not to encourage vaccinations created with strong abortion ties."
3001,"Timing it takes to hire talent, a lot of talent end up finding other offers as the recruiting process is lengthy."
3004,"CFA has outsourced many Operator facing services, which has reduced the Operator/Staff relationship to that of transaction and judgment. And we wonder why Operators don't trust Staff? The only way to show care to Operators is by having a relationship, and we need a reason to know one another. If every interaction with CFA is an interview, Operators will not share what is really going on in their lives, and the brand of CFA will suffer. Think Ryan Osbrink and the Las Vegas Operator who committed animal cruelty. Providing an internal executive coaching practice would go a long way."
3008,"Another type of decision I think Chick-fil-A can improve on is getting everyone in the business to adopt an AGILE and LEAN methodology mindset. These programs are available to Chick-fil-A and are on Degreed, but I think as an organization it is important to set these as standards and practices early in a new staff member's career with Chick-fil-A that will allow a new staff member to be equipped with the tools to tackle their projects. With periodic training and accountability, the new staff member can monitor for progress and improvements throughout their tenure with Chick-fil-A."
3010,Better mix of seasoned and new to workforce talent
3015,"People decisions: we need to be able to hire faster, provide better accountability for people leaders giving good feedback, and be willing to let people go when necessary."
3018,Staffing decisions
3023,"Approach to technical projects - we are taking on building way too many custom software projects ""because CFA is different"".   Teams are working in isolation to meet departmental requests without a whole-restaurant strategy.  We should be buying more software and only building what is absolutely necessary.  We are launching completely new development efforts faster than we are hiring individuals and it takes many individuals to develop software, or even oversee it being developed by contractors."
3025,"Look to expand the Support Center geographically - the reality is that new talent has a hard time getting excited about making the drive to Buffington.  Marietta, Alpharetta, Midtown, Austin, TX, NC or SC - we are just getting too huge not to think about spinning up offices that are true representations of our brand.  Need to ensure these offices also have the benefits Buffington has - childcare, gym, cafe, etc."
3026,Listen to a good mix of Operators. Operating decision to allow stores to close at 9 was looked on by other Operators as weakness.
3031,"CFA needs to continue to work  on Diversity and Inclusion, may be sharing DEI messages during team meetings will be a great way to start being transparent help spread the word"
3033,"We do not effectively acknowledge failed products. Suggested ordering has existed for years without cracking a 40% adoption rate, and the items that they do accept it for are low-value. That is failure. And yet, we continue to dedicate an inordinate amount of time and effort to this project. We blame the need for better inventory data (i.e. getting the operators to provide more accurate inventory counts), but maybe the operators are telling you that suggested ordering just isn't that helpful to them to justify that work. That is failure."
3037,Allow the culture to stretch and bend a bit to keep up with the modern workplace
3048,"Making sure that we build in time and resources to respond to rapidly changing directions.  If we plan 100% of resources for a year, it makes it difficult to respond quickly to changes needed to best serve the restaurants."
3049,A decision on who gets promoted and providing clear direction on how the promotion process works.
3055,Chick-fil-A could improve the sequencing of work so that groups across the company are working on the same outcomes at the same time and therefore able to be most productive together. Connecting and sequencing similar work that is happening across departments would save a lot of churn and duplicative efforts that happen today.
3056,"Hiring decisions (make good ones, just the speed at which we do)"
3057,"We are growing really fast, so it takes longer to find the right people or teams to work with now even for people that have been at CFA for a number of years."
3063,"Chick-fil-A should certainly listed to their candidates.  I recently relocated to Atlanta for a job (about three hours from my original location).  My family had lived in that previous area for over 10 years.  We agonized over the decision to relocate to Atlanta for the CFA position.  My position was made clear to the recruiter, but it was made clear that the position would have to relocate. In the end we decided to relocate, pulling our four kids out of the world they were comfortable in, and being torn away from deep friendships. Last week it was announced that now we can live anywhere as long as we can travel for the new flexible future. This certainly made myself and my wife feel like we were kicked in the stomach. The relocation was and still is VERY hard on my family."
3072,Infrastructure. We put too little focus on maintaining what already exists in order to add more to the catalog.
3078,Chick-fil-A could improve how they are perceived by highlighting diversity among staff members.
3085,Increase the speed of decisions around working from home strategy.
3089,Headcount prioritization and allocation seems to have gotten out-of-control.  It seems like we might be hiring an excessive number of people.
3092,"Making leadership/organizational changes without thinking about the cascading effects.  Admin support/promotions is not always considered, as well as tactical decisions like ""who now owns decisions?"" and those answers aren't often communicated clearly and well to everyone involved in a timely manner after changes go live."
3094,"In some cases, there are decisions which need to be made quickly and others which could wait. I think we need to really improve on how the decisions will impact all parties involved."
3101,Legal review can take too long (due to understaffing).
3107,Hiring/Talent
3109,"CFA departmental leadership could be more transparent in growth opportunities with their team. Sometimes, I feel ""in the dark"" and feel like I will be stuck in my professional development. I see other departments do this well and show great transparency, how might departments run in a similar manner?"
3110,Unclear Resourcing and contractor rules has led my team to expend over a year of urgent work without help. It?s frustrating and we are on the edge of burnout
3111,Internal consistency of support to Staff and Operators through AST and new restaurant development
3113,"Navigating restaurant customization requests from Operators....especially those that happen during construction.  In their defense the timing of their selection is often right before or just after construction starts so they don't have an opportunity to weigh in earlier in the process.  If that is the reality of the situation, is there a better way though operator panels, etc. that we make decisions more globally and less individually?  Also, if one person on the team makes a decision on an Operator customization request that the Operator (or even another CFA staff member) is not happy with, they frequently reach out to other folks until they get a yes."
3115,"Infrastructure: Continue to grow without the infrastructure to do it well. For example, we are opening many more new restaurants than ever before in 2022 but we have not built out the staff in critical areas that support this work. Staffing decisions need to be made with a wider and more strategic view - we are still placing headcount the way we did 10 years ago. This also applies to"
3117,Development of infrastructure technology to support Staff
3118,Reinvestment decisions in existing restaurants. We are spending dollars on work that is regularly undone because of myopic focus. We do not have a central data base that provides information on work planned at any given restaurant. We lose sales by uncoordinated efforts to improve restaurants that results in mis-spent money and unnecessary restaurant closings.
3119,Funding and budget decisions.  We still operate on a calendar year which is too long for a fast growing company.  Dynamic resourcing was slow and not dynamic.
3124,"Sometimes missing the forest for the trees. If there is a strong business case for an innovation, but there is an incremental increase in initial cost. It is sometimes difficult to gain acceptance for the innovation. Even if there is a higher Return on Capital Invested.  Sometime we must look beyond individual sub-department budgets and think about stewardship across the business. What is the best longterm decision?  Higher level leadership should weigh in."
3125,"Innovation - there has been a lot of growth in the area of innovation and 'pursuing what's next', especially over the past 5-7 years. There is still so much room to grow in this area of the business. With dedicated/ focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster. We need to focus the innovation efforts, grow them, support them and ensure they are creating solutions to the many pressing needs in the field."
3129,We need to improve how the timing of MRO relates to the expansion of CFA. Who runs a restaurant will be one of the biggest tensions going forward. The further ahead we can prepare an Operator and make that decision earlier in the process will make it better it be for both the Operator and the CFA Inc.
3137,"We need to make a bigger push to have more staff visit restaurants. It?s the lifeblood of our business, and many decisions are getting made without physically seeing them in the field."
3140,At a department or sub-team level: Accountability and responsibility of work.
3141,Promotions should be based on merit and not on meeting quotas
3154,Questionable leadership promotions.
3157,"When an Operator has an issue, who makes the final decisions... it seems to fall into a swirl and it's unclear who and when the decision will be made."
3162,"Speed of resource allocation.  While the process has gotten much more streamlined than 4-5 years ago, it still takes a considerable amount of time to land people resources.  At the speed with which this business is moving being nimble in our resource support is critical to not fall behind."
3163,It would be great to see some work implemented out of the DEI work.
3169,We should improve our talent decisions in regards to speed. I think we are often under water before a position is even approved and then the time to get someone into the role takes too long. We need those decisions to be made before it becomes reactionary.
3180,Supporting staff when operators take advantage of their position.
3184,Job Leveling has negatively impacted our culture.  Decisions made around Leveling is extremely poor.
3186,Staffing levels to true business need.
3193,Be mindful of getting to be too Bureaucratic as to slow down the decision making process
3200,Creating too many priorities in the daily work for staff.  Many jobs have turned into 12-14 hour days with many people playing multiple roles.
3201,"I think leveling has helped create a lot of clarity. However, there are still many inconsistencies that are very hard to understand."
3202,More flexibility in reinvestments. i.e. Type and frequency based on restaurant needs.
3206,Identifying and executing on quick-impact (imperfect but helpful) ways to help solve Operators' immediate business needs (not forming a sub-team to go fact-finding for six months).
3210,"I have had a lot of direct reports, some for short periods of time.  Each leader had different ideas of professional growth. It makes it difficult to advance in your career."
3211,"Consistency-there is a lot of leeway given.  Therefore, some departments are culturally very different than others."
3215,"Some operators seem to think it is OK to treat staff as their ""servants"", to make them cry, to complain and belittle, and to demand certain staff requirements. Chick-fil-A does not seem to care or do anything about these problem operators."
3218,"Stemming from Example 1, we need to make sure that structural changes do not lead to an excessive bureaucracy.  The company is growing but we still need to remain nimble."
3225,Those involving promotions to people leaders.
3228,"I can only speak to my experience and what I'm exposed to.  I trust that decisions around a change in processes and systems are thought through.  However, for end-users, it often feels like there isn't a great understanding of the impact of how multiple changes at one time will impact internal and external teams from a workload and capacity standpoint."
3229,"2) CFA needs to improve their promotional practices.  Again, if you don't fit a certain mold, you will not be promoted.  Some people are in leadership positions because of their tenure or because of who they know.  Not everyone is meant to lead people.  Some people need to lead a process and some people shouldn't lead at all."
3242,Employee Growth and Development
3243,Leadership decisions
3245,Need to balance use of mobile devices and interaction with customers - we may be losing out on postively impacting our community because we focus too much on efficiencies and production.
3246,"Career paths - promotions: it is unclear how most roles can move up or be promoted at CFA. Every people decision must go through so many layers to be approved and the process as well as timing for approvals seems unclear. Promoting from within seems more challenging in our new system. I feel we will see more hopping around the company to open roles to climb the ladder than what we may desire. New perspective is great to have, but losing great talent on your team because they don't see a way to grow where they are is a problem."
3247,"Improved technology to do our work more efficiently, either at home or at the Support Center. Seems like every group uses a different platform and they don't all talk to each other."
3251,Technology
3253,"There can be improvement in the structure of who decides how work gets done. The current structure of many departments doesn't lend itself for the people closest to the work to make the critical decisions. It takes a lot of time for everything to go ""up the chain"" for approvals and often takes away the ability to make flexible in-the-moment adjustments needed to provide the best quality product/work."
3258,"Speed to define and execute solutions to the Operator/Support Center relationship. We've stood up several groups and initiatives (Operator Support team, Enterprise Support & Responsiveness, now Rob's work), but the groups get little leadership air cover, funding, or decision making capabilities, so the work goes no where. There are incremental advancements we can make that will have impact, but we don't because we're trying to boil the ocean."
3262,"Upwards feedback for people leaders and providing a clear and safe outlet in the Talent department for employees to seek advice, counsel or support confidentially. Particularly for Staff who are frustrated or burnt out in their role and cannot make headway with their people leader or do not feel heard/supported adequately."
3264,"Decisions where there is misalignment in priorities across CFA Inc. and its subsidiaries. E.g., if a subsidiary has X as a priority but Inc. does not, and it requires both subsidiary and Inc. resources to be completed, what happens?"
3266,decisions related to data management - lag time resulting from insufficient data coming from disparate systems. the need to automate how we work is paramount as the size and complexity of the organization continues to climb.
3267,"Bending to the culture by implementing the latest trends (""equity"" training)."
3268,There are so many competing priorities
3270,"DEI. Despite best intentions and efforts, I'm not sure we've made enough strides here. What are we doing to truly move the needle at the Support Center and in the field? I get the feeling that the majority of Staff and Operators think that treating people with honor, dignity and respect means they don't have any work to do in the DEI space and that is woefully untrue. This area is a blind spot for many across the organization - they think they've done the work and they've barely dipped in their toes. While hearts may be in the right place on this, more action is needed."
3273,Promotions/merits
3302,"Career development - the approach/framework to map out one's career progression, with actionable goals and outcomes that limits uncertainty as to where one is heading with their career at Supply/BCF."
3308,"project pipeline creation, prioritization and execuition"
3325,Talent/Selection Process
3327,People/Level decisions.  There is too much variation in how the Talent Rewards Department approves or rejects level changes.
3345,Promote healthy culture and allow people in the LGBTQ to feel open and welcome
3365,"Support and operational decisions for test concepts and new ventures - examples:  Little Blue Menu, Puerto Rico Restaurants, E-Commerce (Chick-fil-A Originals).  We spend an incredible amount of time, money, and Staff planning to launch and support these concepts, with limited pilots and testing.  If we are trying to be more agile, we should be making the support and operational decisions quicker, so we can test, pilot, and learn."
3366,"When decisions are made that impact multiple areas of the business, determining how to accommodate for the fact that departments are not structured, staffed or led the same way. Decisions are being made involving multi-departments but the departments capacities, capabilities and priorities are no on the same level. When one department is designed to move fast has to partner with a department that is not resourced or structured to move as fast, problems emerge."
3385,Timing of rollouts to Restaurants.  Sometimes there's too much hitting Restaurants at once.
3410,"Rotate senior leadership to spread knowledge, celebrate talent, and give opportunites for department growth."
3418,"I find it admirable that Chick-fil-A takes time and care in making hiring decisions- I believe the retention and high caliber teams are partly due to this caution and care. But on the other hand, it can feel truly ridiculous how long it takes to make certain hiring decisions or get job descriptions ready. I have experienced the stress from teams as they wait for progress and it seems like a trend across the business. The work does not go away as teams wait for new teammates, so it becomes taxing for the whole team."
3426,"Lack of measurements that drive success. Meaning, too often a decision is made based on Operator satisfaction/approval or just internal Staff approval. If more decisions were value based (measured based on their return of value back to the business) then we would have more effective solutions ""going to market"" and less ineffective solutions being tested or launched."
3427,"Consider deploying a variety of staff to the field, to help Operators and TMs with labor shortage and other needs, depending on the crisis du jour. I'm not referring to Ops Leads, but rank and file staff that are mainly office based."
3432,"Department/team-level decisions where (it feels like, at least) a huge number of sign-offs is required."
3440,"We need better decisions on who can own or delegate the Decision for work.  Redundant work is all around us.   In addition, without leadership clarity, several functions believe they own the work and decisions.  This can lead to passive aggressive demeanor and silos."
3460,Not so much the decision but the speed and transparency. Some decisions would be better accepted if people felt brought along. We are much better at this today.
3464,"Still need to move quickly on strategic bets and unexpected opportunities. For instance, our employer proposition for team members is getting weakened by other company's offers (tuition assistance, etc). We need to move more quickly in helping Operators attract and retain great talent."
3469,Officer or higher level leaders overriding a specific rollout plan when pressed into a tough Operator conversation. Projects often see a whole timeline shifted by 1 individual acting on what feels like a good impulse to help 20ish restaurants just to impact the other 2500. (ex: ice bath breading tables slated to rollout but promised to one Operator group that impacted overall production and shipping timeline because we didn't have enough in inventory yet)
3474,speed of rollout/things
3482,The CWT platform is not always functional/reliable and the customer service reps are not customer friendly as one would expect.
3485,Projects and collaboration need to go faster and be delivered with more effectiveness to the field.  I heard an outside consultant who works with Chick-fil-A Inc say he could not believe how flexible and responsive Operators and team members are while at the same time Inc. is so political and slow to work and implement. If we really wanted to roll the new ice bath breading table to the field in 3 months we could do it. We just choose to hold back for trade off reasons but then nothing else gets delivered quickly for the trade off. We have to be willing to really say we cannot do everything at once.
3494,At times it feels like we make current Operators wait on a relocation or MRO decision much longer than we should. Sometimes the process doesn't feel very honoring.
3521,"Big moves. DEI is a liberal, woke agenda power play to grab more power and opportunities for minorities based on them being minorities. It?s not about equality. It speaks to only a portion of our company who have bought into the liberal bias and liberal propaganda and it alienates most of staff who are too scared to say anything. DEI needs to close some serious communication gaps on how DEI is a win for the white people who are being left behind simply because they are white."
3527,"Lean more into clearer, firmer expectations of required ""culture cornerstone"" activities and in-person engagements to preserve culture and deepen relationships"
3530,"Selection criteria for internal roles. There have been multiple examples in the last 18 months where applicants for open roles were told they were rejected due to not meeting listed job requirement qualifications, only to find out the selected candidate lacked certain required qualifications as well. We can be better here."
3540,The decision to pull all learning and development into one huge mammoth department.  How was this made?  Are we checking in on how this is going and how other departments are experiencing this change?
3556,Accelerating the activation of forward thinking and/or innovative decisions to help Operators with their capacity constraints.
3568,"We definitely need improvement in the area of Talent Management Systems. It is very difficult to find anyone, including our Talent Representative, who completely understands it and who can explain it to others in a way that they can understand it. Even with the improvements we have, we only address and spend time clarifying the upper levels in the system. My own People Leader is baffled by the explanations we get from Talent. I'm a little tired of answers like, ""I know it's confusing, but..."""
3570,Selection of Operators to relocate.  The Operator's engagement and results in their current store until the turnover date should be the main factors in choosing them to relocate.
3587,"It's not so much about what decisions, but about the time it takes to make or implement them. We did GREAT with this in the middle of COVID. I was very encouraged by how quick and decisive the organization made decisions. I don't want us to lose that, because I think it is one of our greatest opportunities to improve as an organization."
3594,Culture decisions are another area where I think we need to improve. Many people came to Chick-fil-A because we have a culture set apart from so many other businesses and corporations. I think over the past 18 months or so we allowed our culture to stray more towards the mainstream where now it feels that having a traditional set of Chick-fil-A values is less accepted than before.
3608,Headcount!
3610,"Decision ownership is often unclear.  Multiple areas of the business may think they ""own the D"" and then there is confusion and unnecessary swirl."
3614,"Our planning process, including headcount, should be driven strategy-first and not department first. We suboptimize resource allocation, especially headcount, by having departments drive headcount prioritization, specifically for roles that are required to support broad enterprise capabilities or strategic bets."
3618,Leveling of Technical Staff Members Staff in technical or within DTT are grossly underleveled.  World renowned engineers or analysts in the line of business being 2-4 levels below someone that comes in with less or similar experience seems really strange.  Or cases where leveling and expertise don't align.
3623,"As the company grows bigger, I am concerned about cultural dynamics changing. How do we grow while maintaining what makes Chick-fil-A special? As someone young in the company, I admit that I feel that I don't understand Chick-fil-A culture completely, and I had the opportunity to be at the Support Center before it closed. I wonder how the hundreds of employees who have worked completely virtually feel?"
3624,More diversity.
3646,I am concerned that Chick-fil-A is becoming more and more like any other organization in the marketplace.  Our culture seems to be losing its moral compass as outside influences and secular mindsets penetrate our decision-making models.  It feels as though the outside culture has begun to take over our inside culture and it is disheartening.
3670,Decisions where communication is handled only by word of mouth and trusting leaders to tell others who they think are impacted.
3687,"Discrepancy in interpretation by supervisor on what constitutes a promotion.  It's not always a concrete determination and some supervisors hold higher standards than others when it comes to promotions.   Another related area would be roles within sub-teams that are leveled the same, but don't have the same level of expectation/pressure for that same role on another sub-team.  It creates frustration and makes it difficult to justify moving to the next level if the compensation isn't equitable to the added demands/pressures that someone on a different team at the same level would face."
3698,We need to stop doing work that does not add economic value and reallocate funds more quickly to the work that is adding value based on the 4 audiences
3715,"We recently had our department split in two and it was not why some people moved into the new department and others remained in the old department.  From what I've heard, the decisions came from high up on the food chain and the immediate people leaders were not involved in the decisions."
3721,I don't feel like I have an advocate in leadership because I'm not one of their acquaintances/friends. I do not feel supported. I have thought about transitioning to another department on several occasions.
3724,"Be brave enough to move people out of ""leadership"" roles if they are not the right fit for the people they are over."
3735,Leadership opportunities and lack of clarity around promotion/growth
3736,DE&I/cultural decisions - feels like we cater to one type of group so that they are not upset
3741,"Limiting amount of programs, events, initiatives, etc. that take up time of Staff and Operators"
3742,"Prioritization of varying agendas - streamlining of organization goals was evident in 2022 plan presented to staff.  However, some pet projects still exist that do not provide return on investment to organization and which also drain capacity and energy of teams."
3781,Please stop overwhelming us with tools and buzz-word concepts instead of focusing on the work.  We need to focus on getting the work done instead of learning the new buzz-word or gadget tool of the day.
3800,"I'm grateful for Chick-fil-A's decision to allow for a ""flexible future."" However, I question the decision to dictate a set number of days staff should be in the office. I'm not sure why we wouldn't require staff to be in-person for the cultural cornerstones, but allow for individual choice around where work happens for everything else. I'm worried that this decision could cost us in terms of retaining and attracting talent."
3811,Job Levels and Promotions.  There is not a process to promote or reward staff for taking on or expanding their current roles or work.  It seems like most actually have to change jobs in order to move up or get promoted.
3823,Customer experience.  How can we ensure the customer experience is as close as possible to what customers experienced in Truett's restaurants?
3824,"Areas in technology need to be reevaluated to know if we need more experienced hires or more people to keep up with the rapidly changing environment. Once DTT makes the changes to fix one issue, there?s plenty more to address. Why do we not have a fraud prevention tool in place to prevent bad actors/ fraudsters in our app and prevent money walking out the door?  Either hire the right programmers to create our own fraud tool or invest the money for a fraud prevention tool."
3833,"Career path related decisions, and transparency needed around them."
3845,"International.  The strategy feels like we want it all without any acknowledgement of tradeoffs.  We want direct investment without being willing to resource the incredible headcount difference that strategy change includes.  We want to launch with Minimum Viable Product, but then are surprised when Operators and Team Members expect more from us and we aren't resourced to provide more than that.  We want to support those existing teams with the same resources that are also tasked with designing and building multiple overlapping timelines for one new country per year.  I would recommend a hard look at priorities - quality or speed? Quantity of countries or getting it right before moving on? In country specialization and staffing like many multi-national companies have or trying to clone US because we lack dedicated support to do anything different?"
3848,The decision on what technology I need / want to use could be better.
3851,"Updating tech systems. POS, KPS, Payroll, Check Writer, Hotschedules. All of these systems are either extremely out of date or not flexible. This creates many issues from an integration stand point."
3858,"Creating more in person opportunities. those that do not want to attend do not have to! But if you are not careful, the culture of Chick-fil-A will be lost as we are not together enough!"
3863,Promotions/merit raises.
3874,"I think another area of opportunity could be to consider having certain times of each day and maybe certain weeks where meetings should not be scheduled.  I appreciate that we don't have them on Monday mornings to allow for devotion but as we try to focus on responsiveness to Operators, it would be good if we had time in the mornings and afternoons to respond and to also be able to take time off around the holidays without feeling like you might need to join a meeting."
3876,"The culture of consensus is adding to the layers of bureaucracy.  Leaders instructing us to present our recommendations to multiple audiences across the organization before considering a project approved/complete wastes time with all the different audiences questioning, ""did you think about this?"", and ""why didn't you go that direction?""  While it likely helps us from making big mistakes, it makes more sense to risk making a few mistakes here and there so we can move at the speed of the business, rather than holding projects back with organizational ""arm chair quarterbacking"" from our peers.  We must trust leaders that are put in place to lead projects to fully research and understand their particular area of the business rather than having them share with multiple audiences across the chain for ""approval"" if we want to keep up the pace of the business."
3880,"Staying out of the political arena.  I'm all for a diverse work place, in many ways. And we need it; CFA has long been a ""good ol' boys & girls of UGA"" club with little diversity of thought or individuals. And there has been a lot of improvement in this area in the past few years. Grateful for that! But after last summer, constantly talking about race is going to divide us. Sitting through a white privilege discussion within my department and hearing about how awful white people are isn't my idea of promoting unity either."
3907,Making everyone feel included in a better way. I have spoken to several new hires and people who started in the beginning of the pandemic to the most recent hires feel that they cannot experience the culture of Chick-fil-A and feel disconnected with TMs and leaders.
3908,"Communication all around stinks.  When we try to ask questions to gain clarity, we either get questions censored and unanswered, or told the answer is unknown at this time, and we are left to find someone who can give us more clarity, or risk spreading potential misinformation."
3942,"Still need to work on how we make decisions on headcount.  So much work went into workforce planning and in the 11th hour, the EC makes a arbitrary declaration that the business is asking for too much headcount and decides on a number that makes them ""feel good""."
3946,Strategic development alignment across departments
3957,"When I joined CFA, I was told the first 6-months would be for on-boarding (getting to know the company, getting to know the department I work in, etc). Within the second week, I was already working on a project. Within a few weeks of that, I barely had time to schedule 1:1 to introduce myself. Maybe it's just supply chain, but it would be nice if there were more clarity around on-boarding. I know that the Discovering Chick-fil-A team is currently revamping the on-boarding process, so I look forward to a more polished process."
3960,Identification and mitigation of operator/team member risks
3963,"Operator model and Restaurant growth strategies need to not be exclusively focused on what is good or bad for individual Operators. Our brand and system is suffering because we are not willing to simply build restaurants closer together. This can be done in a way that is a ""win"" for Operators and Inc. alike but often feels like the ""sacred cow"" we are not willing to touch. This has the potential to create customer experience, capacity, thorughput, etc. issues that could limit our growth or even erode sales and trust in the brand."
3967,"Financially minded.  Let's use Seasonal offerings as an example.  Everyone else markets LTOs with while supplies last.  Restaurants are provided a set amount of product and asked to sell through that inventory.  If it takes 8 weeks, that's okay.  If it takes 4 or 12 weeks, that's okay as well.  As a result, the corporate entity isn't left over with useless financial disposition.  Yet we don't do this.  When in fact if you looked at individual Restaurant performance, you'd find out some Restaurants are weeks apart on how long they sell product already."
3996,Data system selection and development speed.
3999,Cross-pollination across departments to help provide different perspective and ideas throughout the enterprise - less siloed.
4001,"Sacred cows that may be risks to the brand, like the foam cup. Chick-fil-A needs to get out of foam to protect the brand with the way the world is going in the sustainability arena, but the project team has received push back from leadership over the years that has slowed down the process."
4002,Building larger restaurants.
4010,We require too many inputs to make decisions.  This slows projects down and does not allow for us to support the business as needed.
4017,Testing and rollout decisions sometimes take so long that an opportunity can be missed. Some things require quick development and quick to market in order to capitalize on Guest intent.
4027,"Organizational structure decisions - every time a new leader is chosen, a reorg occurs, is this really necessary?"
4031,"The flow of decisions between teams is unclear--as an example, what does Staff Experience speak into, how does that relate to the work Risk is doing and other department strategies?"
4034,"How decisions get implemented. We make good decisions but there is not enough thought, planning and detailed thinking on how the decision gets implemented, who it affects, who needs to really be involved, who has decision-making authority/rights/input and what needs done A to Z so it is implemented at the right speed with the right outcome."
4038,"Folks are too often tempted to delay gathering cross functional input into decision process early, falsely believing they will get there faster without the ""noise"".  I believe this slows down the decision process (as 9 times out of 10 you need the input) or potentially leads to sub-optimal decisions."
4042,Headcount decisions.
4056,"Hire people who desire to embrace our Corporate Purpose and Core Values. Perhaps the more people you have, the higher the chances you will come in contact with staff who don't embrace those things, however it seems like we've hired some folks that don't quite have a desire to move in the same direction. Maybe that's a dual responsibility that those who get to make the decision about hiring are truly bought in to this culture rather than allowing anyone who is a team leader to bring in new staff."
