,Id,Body,Clean_Body,tags
1159,3118,Development of infrastructure technology to support Staff,development of infrastructure technology to support staff,[6]
1160,3119,Reinvestment decisions in existing restaurants. We are spending dollars on work that is regularly undone because of myopic focus. We do not have a central data base that provides information on work planned at any given restaurant. We lose sales by uncoordinated efforts to improve restaurants that results in mis-spent money and unnecessary restaurant closings.,reinvestment decisions in existing restaurants we are spending dollars on work that is regularly undone because of myopic focus we do not have a central data base that provides information on work planned at any given restaurant we lose sales by uncoordinated efforts to improve restaurants that results in mis spent money and unnecessary restaurant closings,[53]
1161,3120,Funding and budget decisions.  We still operate on a calendar year which is too long for a fast growing company.  Dynamic resourcing was slow and not dynamic.,funding and budget decisions we still operate on a calendar year which is too long for a fast growing company dynamic resourcing was slow and not dynamic,[13 54]
1162,3125,"Sometimes missing the forest for the trees. If there is a strong business case for an innovation, but there is an incremental increase in initial cost. It is sometimes difficult to gain acceptance for the innovation. Even if there is a higher Return on Capital Invested.  Sometime we must look beyond individual sub-department budgets and think about stewardship across the business. What is the best longterm decision?  Higher level leadership should weigh in.",sometimes missing the forest for the trees if there is a strong business case for an innovation but there is an incremental increase in initial cost it is sometimes difficult to gain acceptance for the innovation even if there is a higher return on capital invested sometime we must look beyond individual sub department budgets and think about stewardship across the business what is the best longterm decision higher level leadership should weigh in,[52]
1163,3126,"Innovation - there has been a lot of growth in the area of innovation and 'pursuing what's next', especially over the past 5-7 years. There is still so much room to grow in this area of the business. With dedicated/ focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster. We need to focus the innovation efforts, grow them, support them and ensure they are creating solutions to the many pressing needs in the field.",innovation there has been a lot of growth in the area of innovation and pursuing what s next especially over the past years there is still so much room to grow in this area of the business with dedicated focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster we need to focus the innovation efforts grow them support them and ensure they are creating solutions to the many pressing needs in the field,[13 54  4]
1164,3130,We need to improve how the timing of MRO relates to the expansion of CFA. Who runs a restaurant will be one of the biggest tensions going forward. The further ahead we can prepare an Operator and make that decision earlier in the process will make it better it be for both the Operator and the CFA Inc.,we need to improve how the timing of mro relates to the expansion of cfa who runs a restaurant will be one of the biggest tensions going forward the further ahead we can prepare an operator and make that decision earlier in the process will make it better it be for both the operator and the cfa inc,[53]
1165,3138,"We need to make a bigger push to have more staff visit restaurants. It?s the lifeblood of our business, and many decisions are getting made without physically seeing them in the field.",we need to make a bigger push to have more staff visit restaurants it s the lifeblood of our business and many decisions are getting made without physically seeing them in the field,[53]
1166,3141,At a department or sub-team level: Accountability and responsibility of work.,at a department or sub team level accountability and responsibility of work,[52]
1167,3142,Promotions should be based on merit and not on meeting quotas,promotions should be based on merit and not on meeting quotas,[3]
1168,3155,Questionable leadership promotions.,questionable leadership promotions,[70  3]
1169,3158,"When an Operator has an issue, who makes the final decisions... it seems to fall into a swirl and it's unclear who and when the decision will be made.",when an operator has an issue who makes the final decisions it seems to fall into a swirl and it s unclear who and when the decision will be made,[53]
1170,3163,"Speed of resource allocation.  While the process has gotten much more streamlined than 4-5 years ago, it still takes a considerable amount of time to land people resources.  At the speed with which this business is moving being nimble in our resource support is critical to not fall behind.",speed of resource allocation while the process has gotten much more streamlined than years ago it still takes a considerable amount of time to land people resources at the speed with which this business is moving being nimble in our resource support is critical to not fall behind,[13]
1171,3164,It would be great to see some work implemented out of the DEI work.,it would be great to see some work implemented out of the dei work,[69]
1172,3170,We should improve our talent decisions in regards to speed. I think we are often under water before a position is even approved and then the time to get someone into the role takes too long. We need those decisions to be made before it becomes reactionary.,we should improve our talent decisions in regards to speed i think we are often under water before a position is even approved and then the time to get someone into the role takes too long we need those decisions to be made before it becomes reactionary,[13  2]
1173,3181,Supporting staff when operators take advantage of their position.,supporting staff when operators take advantage of their position,[53]
1174,3185,Job Leveling has negatively impacted our culture.  Decisions made around Leveling is extremely poor.,job leveling has negatively impacted our culture decisions made around leveling is extremely poor,[3 7]
1175,3187,Staffing levels to true business need.,staffing levels to true business need,[2]
1176,3194,Be mindful of getting to be too Bureaucratic as to slow down the decision making process,be mindful of getting to be too bureaucratic as to slow down the decision making process,[13]
1177,3201,Creating too many priorities in the daily work for staff.  Many jobs have turned into 12-14 hour days with many people playing multiple roles.,creating too many priorities in the daily work for staff many jobs have turned into hour days with many people playing multiple roles,[4]
1178,3202,"I think leveling has helped create a lot of clarity. However, there are still many inconsistencies that are very hard to understand.",i think leveling has helped create a lot of clarity however there are still many inconsistencies that are very hard to understand,[ 3 12]
1179,3203,More flexibility in reinvestments. i.e. Type and frequency based on restaurant needs.,more flexibility in reinvestments i e type and frequency based on restaurant needs,[53]
1180,3207,Identifying and executing on quick-impact (imperfect but helpful) ways to help solve Operators' immediate business needs (not forming a sub-team to go fact-finding for six months).,identifying and executing on quick impact imperfect but helpful ways to help solve operators immediate business needs not forming a sub team to go fact finding for six months,[53 13]
1181,3211,"I have had a lot of direct reports, some for short periods of time.  Each leader had different ideas of professional growth. It makes it difficult to advance in your career.",i have had a lot of direct reports some for short periods of time each leader had different ideas of professional growth it makes it difficult to advance in your career,[54  3]
1182,3212,"Consistency-there is a lot of leeway given.  Therefore, some departments are culturally very different than others.",consistency there is a lot of leeway given therefore some departments are culturally very different than others,[52  7]
1183,3216,"Some operators seem to think it is OK to treat staff as their ""servants"", to make them cry, to complain and belittle, and to demand certain staff requirements. Chick-fil-A does not seem to care or do anything about these problem operators.",some operators seem to think it is ok to treat staff as their servants to make them cry to complain and belittle and to demand certain staff requirements chick fil a does not seem to care or do anything about these problem operators,[53]
1184,3219,"Stemming from Example 1, we need to make sure that structural changes do not lead to an excessive bureaucracy.  The company is growing but we still need to remain nimble.",stemming from example we need to make sure that structural changes do not lead to an excessive bureaucracy the company is growing but we still need to remain nimble,[54]
1185,3226,Those involving promotions to people leaders.,those involving promotions to people leaders,[70  3]
1186,3229,"I can only speak to my experience and what I'm exposed to.  I trust that decisions around a change in processes and systems are thought through.  However, for end-users, it often feels like there isn't a great understanding of the impact of how multiple changes at one time will impact internal and external teams from a workload and capacity standpoint.",i can only speak to my experience and what i m exposed to i trust that decisions around a change in processes and systems are thought through however for end users it often feels like there isn t a great understanding of the impact of how multiple changes at one time will impact internal and external teams from a workload and capacity standpoint,[54]
1187,3230,"2) CFA needs to improve their promotional practices.  Again, if you don't fit a certain mold, you will not be promoted.  Some people are in leadership positions because of their tenure or because of who they know.  Not everyone is meant to lead people.  Some people need to lead a process and some people shouldn't lead at all.",cfa needs to improve their promotional practices again if you don t fit a certain mold you will not be promoted some people are in leadership positions because of their tenure or because of who they know not everyone is meant to lead people some people need to lead a process and some people shouldn t lead at all,[70  3]
1188,3243,Employee Growth and Development,employee growth and development,[54]
1189,3244,Leadership decisions,leadership decisions,[70]
1190,3246,Need to balance use of mobile devices and interaction with customers - we may be losing out on postively impacting our community because we focus too much on efficiencies and production.,need to balance use of mobile devices and interaction with customers we may be losing out on postively impacting our community because we focus too much on efficiencies and production,[53]
1191,3247,"Career paths - promotions: it is unclear how most roles can move up or be promoted at CFA. Every people decision must go through so many layers to be approved and the process as well as timing for approvals seems unclear. Promoting from within seems more challenging in our new system. I feel we will see more hopping around the company to open roles to climb the ladder than what we may desire. New perspective is great to have, but losing great talent on your team because they don't see a way to grow where they are is a problem.",career paths promotions it is unclear how most roles can move up or be promoted at cfa every people decision must go through so many layers to be approved and the process as well as timing for approvals seems unclear promoting from within seems more challenging in our new system i feel we will see more hopping around the company to open roles to climb the ladder than what we may desire new perspective is great to have but losing great talent on your team because they don t see a way to grow where they are is a problem,[ 3 12]
1192,3248,"Improved technology to do our work more efficiently, either at home or at the Support Center. Seems like every group uses a different platform and they don't all talk to each other.",improved technology to do our work more efficiently either at home or at the support center seems like every group uses a different platform and they don t all talk to each other,[6]
1193,3252,Technology,technology,[6]
1194,3254,"There can be improvement in the structure of who decides how work gets done. The current structure of many departments doesn't lend itself for the people closest to the work to make the critical decisions. It takes a lot of time for everything to go ""up the chain"" for approvals and often takes away the ability to make flexible in-the-moment adjustments needed to provide the best quality product/work.",there can be improvement in the structure of who decides how work gets done the current structure of many departments doesn t lend itself for the people closest to the work to make the critical decisions it takes a lot of time for everything to go up the chain for approvals and often takes away the ability to make flexible in the moment adjustments needed to provide the best quality product work,[52]
1195,3259,"Speed to define and execute solutions to the Operator/Support Center relationship. We've stood up several groups and initiatives (Operator Support team, Enterprise Support & Responsiveness, now Rob's work), but the groups get little leadership air cover, funding, or decision making capabilities, so the work goes no where. There are incremental advancements we can make that will have impact, but we don't because we're trying to boil the ocean.",speed to define and execute solutions to the operator support center relationship we ve stood up several groups and initiatives operator support team enterprise support responsiveness now rob s work but the groups get little leadership air cover funding or decision making capabilities so the work goes no where there are incremental advancements we can make that will have impact but we don t because we re trying to boil the ocean,[53 13]
1196,3263,"Upwards feedback for people leaders and providing a clear and safe outlet in the Talent department for employees to seek advice, counsel or support confidentially. Particularly for Staff who are frustrated or burnt out in their role and cannot make headway with their people leader or do not feel heard/supported adequately.",upwards feedback for people leaders and providing a clear and safe outlet in the talent department for employees to seek advice counsel or support confidentially particularly for staff who are frustrated or burnt out in their role and cannot make headway with their people leader or do not feel heard supported adequately,[ 2 70 52 12]
1197,3265,"Decisions where there is misalignment in priorities across CFA Inc. and its subsidiaries. E.g., if a subsidiary has X as a priority but Inc. does not, and it requires both subsidiary and Inc. resources to be completed, what happens?",decisions where there is misalignment in priorities across cfa inc and its subsidiaries e g if a subsidiary has x as a priority but inc does not and it requires both subsidiary and inc resources to be completed what happens,[4]
1198,3267,decisions related to data management - lag time resulting from insufficient data coming from disparate systems. the need to automate how we work is paramount as the size and complexity of the organization continues to climb.,decisions related to data management lag time resulting from insufficient data coming from disparate systems the need to automate how we work is paramount as the size and complexity of the organization continues to climb,[54  6]
1199,3268,"Bending to the culture by implementing the latest trends (""equity"" training).",bending to the culture by implementing the latest trends equity training,[ 7 69]
1200,3269,There are so many competing priorities,there are so many competing priorities,[4]
1201,3271,"DEI. Despite best intentions and efforts, I'm not sure we've made enough strides here. What are we doing to truly move the needle at the Support Center and in the field? I get the feeling that the majority of Staff and Operators think that treating people with honor, dignity and respect means they don't have any work to do in the DEI space and that is woefully untrue. This area is a blind spot for many across the organization - they think they've done the work and they've barely dipped in their toes. While hearts may be in the right place on this, more action is needed.",dei despite best intentions and efforts i m not sure we ve made enough strides here what are we doing to truly move the needle at the support center and in the field i get the feeling that the majority of staff and operators think that treating people with honor dignity and respect means they don t have any work to do in the dei space and that is woefully untrue this area is a blind spot for many across the organization they think they ve done the work and they ve barely dipped in their toes while hearts may be in the right place on this more action is needed,[53 69]
1202,3274,Promotions/merits,promotions merits,[3]
1203,3303,"Career development - the approach/framework to map out one's career progression, with actionable goals and outcomes that limits uncertainty as to where one is heading with their career at Supply/BCF.",career development the approach framework to map out one s career progression with actionable goals and outcomes that limits uncertainty as to where one is heading with their career at supply bcf,[3]
1204,3309,"project pipeline creation, prioritization and execuition",project pipeline creation prioritization and execuition,[4]
1205,3326,Talent/Selection Process,talent selection process,[2]
1206,3328,People/Level decisions.  There is too much variation in how the Talent Rewards Department approves or rejects level changes.,people level decisions there is too much variation in how the talent rewards department approves or rejects level changes,[ 2 52]
1207,3346,Promote healthy culture and allow people in the LGBTQ to feel open and welcome,promote healthy culture and allow people in the lgbtq to feel open and welcome,[7]
1208,3366,"Support and operational decisions for test concepts and new ventures - examples:  Little Blue Menu, Puerto Rico Restaurants, E-Commerce (Chick-fil-A Originals).  We spend an incredible amount of time, money, and Staff planning to launch and support these concepts, with limited pilots and testing.  If we are trying to be more agile, we should be making the support and operational decisions quicker, so we can test, pilot, and learn.",support and operational decisions for test concepts and new ventures examples little blue menu puerto rico restaurants e commerce chick fil a originals we spend an incredible amount of time money and staff planning to launch and support these concepts with limited pilots and testing if we are trying to be more agile we should be making the support and operational decisions quicker so we can test pilot and learn,[53]
1209,3367,"When decisions are made that impact multiple areas of the business, determining how to accommodate for the fact that departments are not structured, staffed or led the same way. Decisions are being made involving multi-departments but the departments capacities, capabilities and priorities are no on the same level. When one department is designed to move fast has to partner with a department that is not resourced or structured to move as fast, problems emerge.",when decisions are made that impact multiple areas of the business determining how to accommodate for the fact that departments are not structured staffed or led the same way decisions are being made involving multi departments but the departments capacities capabilities and priorities are no on the same level when one department is designed to move fast has to partner with a department that is not resourced or structured to move as fast problems emerge,[54 52  4]
1210,3386,Timing of rollouts to Restaurants.  Sometimes there's too much hitting Restaurants at once.,timing of rollouts to restaurants sometimes there s too much hitting restaurants at once,[53]
1211,3411,"Rotate senior leadership to spread knowledge, celebrate talent, and give opportunites for department growth.",rotate senior leadership to spread knowledge celebrate talent and give opportunites for department growth,[ 2 54 70 52]
1212,3419,"I find it admirable that Chick-fil-A takes time and care in making hiring decisions- I believe the retention and high caliber teams are partly due to this caution and care. But on the other hand, it can feel truly ridiculous how long it takes to make certain hiring decisions or get job descriptions ready. I have experienced the stress from teams as they wait for progress and it seems like a trend across the business. The work does not go away as teams wait for new teammates, so it becomes taxing for the whole team.",i find it admirable that chick fil a takes time and care in making hiring decisions i believe the retention and high caliber teams are partly due to this caution and care but on the other hand it can feel truly ridiculous how long it takes to make certain hiring decisions or get job descriptions ready i have experienced the stress from teams as they wait for progress and it seems like a trend across the business the work does not go away as teams wait for new teammates so it becomes taxing for the whole team,[2]
1213,3427,"Lack of measurements that drive success. Meaning, too often a decision is made based on Operator satisfaction/approval or just internal Staff approval. If more decisions were value based (measured based on their return of value back to the business) then we would have more effective solutions ""going to market"" and less ineffective solutions being tested or launched.",lack of measurements that drive success meaning too often a decision is made based on operator satisfaction approval or just internal staff approval if more decisions were value based measured based on their return of value back to the business then we would have more effective solutions going to market and less ineffective solutions being tested or launched,[53]
1214,3428,"Consider deploying a variety of staff to the field, to help Operators and TMs with labor shortage and other needs, depending on the crisis du jour. I'm not referring to Ops Leads, but rank and file staff that are mainly office based.",consider deploying a variety of staff to the field to help operators and tms with labor shortage and other needs depending on the crisis du jour i m not referring to ops leads but rank and file staff that are mainly office based,[53]
1215,3433,"Department/team-level decisions where (it feels like, at least) a huge number of sign-offs is required.",department team level decisions where it feels like at least a huge number of sign offs is required,[52]
1216,3441,"We need better decisions on who can own or delegate the Decision for work.  Redundant work is all around us.   In addition, without leadership clarity, several functions believe they own the work and decisions.  This can lead to passive aggressive demeanor and silos.",we need better decisions on who can own or delegate the decision for work redundant work is all around us in addition without leadership clarity several functions believe they own the work and decisions this can lead to passive aggressive demeanor and silos,[70]
1217,3461,Not so much the decision but the speed and transparency. Some decisions would be better accepted if people felt brought along. We are much better at this today.,not so much the decision but the speed and transparency some decisions would be better accepted if people felt brought along we are much better at this today,[13]
1218,3465,"Still need to move quickly on strategic bets and unexpected opportunities. For instance, our employer proposition for team members is getting weakened by other company's offers (tuition assistance, etc). We need to move more quickly in helping Operators attract and retain great talent.",still need to move quickly on strategic bets and unexpected opportunities for instance our employer proposition for team members is getting weakened by other company s offers tuition assistance etc we need to move more quickly in helping operators attract and retain great talent,[53 13  2]
1219,3470,Officer or higher level leaders overriding a specific rollout plan when pressed into a tough Operator conversation. Projects often see a whole timeline shifted by 1 individual acting on what feels like a good impulse to help 20ish restaurants just to impact the other 2500. (ex: ice bath breading tables slated to rollout but promised to one Operator group that impacted overall production and shipping timeline because we didn't have enough in inventory yet),officer or higher level leaders overriding a specific rollout plan when pressed into a tough operator conversation projects often see a whole timeline shifted by individual acting on what feels like a good impulse to help ish restaurants just to impact the other ex ice bath breading tables slated to rollout but promised to one operator group that impacted overall production and shipping timeline because we didn t have enough in inventory yet,[53 70]
1220,3475,speed of rollout/things,speed of rollout things,[13]
1221,3483,The CWT platform is not always functional/reliable and the customer service reps are not customer friendly as one would expect.,the cwt platform is not always functional reliable and the customer service reps are not customer friendly as one would expect,[53]
1222,3486,Projects and collaboration need to go faster and be delivered with more effectiveness to the field.  I heard an outside consultant who works with Chick-fil-A Inc say he could not believe how flexible and responsive Operators and team members are while at the same time Inc. is so political and slow to work and implement. If we really wanted to roll the new ice bath breading table to the field in 3 months we could do it. We just choose to hold back for trade off reasons but then nothing else gets delivered quickly for the trade off. We have to be willing to really say we cannot do everything at once.,projects and collaboration need to go faster and be delivered with more effectiveness to the field i heard an outside consultant who works with chick fil a inc say he could not believe how flexible and responsive operators and team members are while at the same time inc is so political and slow to work and implement if we really wanted to roll the new ice bath breading table to the field in months we could do it we just choose to hold back for trade off reasons but then nothing else gets delivered quickly for the trade off we have to be willing to really say we cannot do everything at once,[53 13]
1223,3495,At times it feels like we make current Operators wait on a relocation or MRO decision much longer than we should. Sometimes the process doesn't feel very honoring.,at times it feels like we make current operators wait on a relocation or mro decision much longer than we should sometimes the process doesn t feel very honoring,[53]
1224,3522,"Big moves. DEI is a liberal, woke agenda power play to grab more power and opportunities for minorities based on them being minorities. It?s not about equality. It speaks to only a portion of our company who have bought into the liberal bias and liberal propaganda and it alienates most of staff who are too scared to say anything. DEI needs to close some serious communication gaps on how DEI is a win for the white people who are being left behind simply because they are white.",big moves dei is a liberal woke agenda power play to grab more power and opportunities for minorities based on them being minorities it s not about equality it speaks to only a portion of our company who have bought into the liberal bias and liberal propaganda and it alienates most of staff who are too scared to say anything dei needs to close some serious communication gaps on how dei is a win for the white people who are being left behind simply because they are white,[ 8 69]
1225,3528,"Lean more into clearer, firmer expectations of required ""culture cornerstone"" activities and in-person engagements to preserve culture and deepen relationships",lean more into clearer firmer expectations of required culture cornerstone activities and in person engagements to preserve culture and deepen relationships,[12  7]
1226,3531,"Selection criteria for internal roles. There have been multiple examples in the last 18 months where applicants for open roles were told they were rejected due to not meeting listed job requirement qualifications, only to find out the selected candidate lacked certain required qualifications as well. We can be better here.",selection criteria for internal roles there have been multiple examples in the last months where applicants for open roles were told they were rejected due to not meeting listed job requirement qualifications only to find out the selected candidate lacked certain required qualifications as well we can be better here,[2]
1227,3541,The decision to pull all learning and development into one huge mammoth department.  How was this made?  Are we checking in on how this is going and how other departments are experiencing this change?,the decision to pull all learning and development into one huge mammoth department how was this made are we checking in on how this is going and how other departments are experiencing this change,[52]
1228,3557,Accelerating the activation of forward thinking and/or innovative decisions to help Operators with their capacity constraints.,accelerating the activation of forward thinking and or innovative decisions to help operators with their capacity constraints,[53 54]
1229,3569,"We definitely need improvement in the area of Talent Management Systems. It is very difficult to find anyone, including our Talent Representative, who completely understands it and who can explain it to others in a way that they can understand it. Even with the improvements we have, we only address and spend time clarifying the upper levels in the system. My own People Leader is baffled by the explanations we get from Talent. I'm a little tired of answers like, ""I know it's confusing, but...""",we definitely need improvement in the area of talent management systems it is very difficult to find anyone including our talent representative who completely understands it and who can explain it to others in a way that they can understand it even with the improvements we have we only address and spend time clarifying the upper levels in the system my own people leader is baffled by the explanations we get from talent i m a little tired of answers like i know it s confusing but,[2]
1230,3571,Selection of Operators to relocate.  The Operator's engagement and results in their current store until the turnover date should be the main factors in choosing them to relocate.,selection of operators to relocate the operator s engagement and results in their current store until the turnover date should be the main factors in choosing them to relocate,[53]
1231,3588,"It's not so much about what decisions, but about the time it takes to make or implement them. We did GREAT with this in the middle of COVID. I was very encouraged by how quick and decisive the organization made decisions. I don't want us to lose that, because I think it is one of our greatest opportunities to improve as an organization.",it s not so much about what decisions but about the time it takes to make or implement them we did great with this in the middle of covid i was very encouraged by how quick and decisive the organization made decisions i don t want us to lose that because i think it is one of our greatest opportunities to improve as an organization,[13]
1232,3595,Culture decisions are another area where I think we need to improve. Many people came to Chick-fil-A because we have a culture set apart from so many other businesses and corporations. I think over the past 18 months or so we allowed our culture to stray more towards the mainstream where now it feels that having a traditional set of Chick-fil-A values is less accepted than before.,culture decisions are another area where i think we need to improve many people came to chick fil a because we have a culture set apart from so many other businesses and corporations i think over the past months or so we allowed our culture to stray more towards the mainstream where now it feels that having a traditional set of chick fil a values is less accepted than before,[7]
1233,3609,Headcount!,headcount,[2]
1234,3611,"Decision ownership is often unclear.  Multiple areas of the business may think they ""own the D"" and then there is confusion and unnecessary swirl.",decision ownership is often unclear multiple areas of the business may think they own the d and then there is confusion and unnecessary swirl,[12]
1235,3615,"Our planning process, including headcount, should be driven strategy-first and not department first. We suboptimize resource allocation, especially headcount, by having departments drive headcount prioritization, specifically for roles that are required to support broad enterprise capabilities or strategic bets.",our planning process including headcount should be driven strategy first and not department first we suboptimize resource allocation especially headcount by having departments drive headcount prioritization specifically for roles that are required to support broad enterprise capabilities or strategic bets,[ 2 52  4]
1236,3619,Leveling of Technical Staff Members Staff in technical or within DTT are grossly underleveled.  World renowned engineers or analysts in the line of business being 2-4 levels below someone that comes in with less or similar experience seems really strange.  Or cases where leveling and expertise don't align.,leveling of technical staff members staff in technical or within dtt are grossly underleveled world renowned engineers or analysts in the line of business being levels below someone that comes in with less or similar experience seems really strange or cases where leveling and expertise don t align,[6]
1237,3624,"As the company grows bigger, I am concerned about cultural dynamics changing. How do we grow while maintaining what makes Chick-fil-A special? As someone young in the company, I admit that I feel that I don't understand Chick-fil-A culture completely, and I had the opportunity to be at the Support Center before it closed. I wonder how the hundreds of employees who have worked completely virtually feel?",as the company grows bigger i am concerned about cultural dynamics changing how do we grow while maintaining what makes chick fil a special as someone young in the company i admit that i feel that i don t understand chick fil a culture completely and i had the opportunity to be at the support center before it closed i wonder how the hundreds of employees who have worked completely virtually feel,[54  7]
1238,3625,More diversity.,more diversity,[69]
1239,3647,I am concerned that Chick-fil-A is becoming more and more like any other organization in the marketplace.  Our culture seems to be losing its moral compass as outside influences and secular mindsets penetrate our decision-making models.  It feels as though the outside culture has begun to take over our inside culture and it is disheartening.,i am concerned that chick fil a is becoming more and more like any other organization in the marketplace our culture seems to be losing its moral compass as outside influences and secular mindsets penetrate our decision making models it feels as though the outside culture has begun to take over our inside culture and it is disheartening,[7]
1240,3671,Decisions where communication is handled only by word of mouth and trusting leaders to tell others who they think are impacted.,decisions where communication is handled only by word of mouth and trusting leaders to tell others who they think are impacted,[8]
1241,3688,"Discrepancy in interpretation by supervisor on what constitutes a promotion.  It's not always a concrete determination and some supervisors hold higher standards than others when it comes to promotions.   Another related area would be roles within sub-teams that are leveled the same, but don't have the same level of expectation/pressure for that same role on another sub-team.  It creates frustration and makes it difficult to justify moving to the next level if the compensation isn't equitable to the added demands/pressures that someone on a different team at the same level would face.",discrepancy in interpretation by supervisor on what constitutes a promotion it s not always a concrete determination and some supervisors hold higher standards than others when it comes to promotions another related area would be roles within sub teams that are leveled the same but don t have the same level of expectation pressure for that same role on another sub team it creates frustration and makes it difficult to justify moving to the next level if the compensation isn t equitable to the added demands pressures that someone on a different team at the same level would face,[3]
1242,3699,We need to stop doing work that does not add economic value and reallocate funds more quickly to the work that is adding value based on the 4 audiences,we need to stop doing work that does not add economic value and reallocate funds more quickly to the work that is adding value based on the audiences,[13]
1243,3716,"We recently had our department split in two and it was not why some people moved into the new department and others remained in the old department.  From what I've heard, the decisions came from high up on the food chain and the immediate people leaders were not involved in the decisions.",we recently had our department split in two and it was not why some people moved into the new department and others remained in the old department from what i ve heard the decisions came from high up on the food chain and the immediate people leaders were not involved in the decisions,[52]
1244,3722,I don't feel like I have an advocate in leadership because I'm not one of their acquaintances/friends. I do not feel supported. I have thought about transitioning to another department on several occasions.,i don t feel like i have an advocate in leadership because i m not one of their acquaintances friends i do not feel supported i have thought about transitioning to another department on several occasions,[52]
1245,3725,"Be brave enough to move people out of ""leadership"" roles if they are not the right fit for the people they are over.",be brave enough to move people out of leadership roles if they are not the right fit for the people they are over,[70]
1246,3736,Leadership opportunities and lack of clarity around promotion/growth,leadership opportunities and lack of clarity around promotion growth,[54 70  3 12]
1247,3737,DE&I/cultural decisions - feels like we cater to one type of group so that they are not upset,de i cultural decisions feels like we cater to one type of group so that they are not upset,[ 7 69]
1248,3742,"Limiting amount of programs, events, initiatives, etc. that take up time of Staff and Operators",limiting amount of programs events initiatives etc that take up time of staff and operators,[53]
1249,3743,"Prioritization of varying agendas - streamlining of organization goals was evident in 2022 plan presented to staff.  However, some pet projects still exist that do not provide return on investment to organization and which also drain capacity and energy of teams.",prioritization of varying agendas streamlining of organization goals was evident in plan presented to staff however some pet projects still exist that do not provide return on investment to organization and which also drain capacity and energy of teams,[54  4]
1250,3782,Please stop overwhelming us with tools and buzz-word concepts instead of focusing on the work.  We need to focus on getting the work done instead of learning the new buzz-word or gadget tool of the day.,please stop overwhelming us with tools and buzz word concepts instead of focusing on the work we need to focus on getting the work done instead of learning the new buzz word or gadget tool of the day,[6 4]
1251,3801,"I'm grateful for Chick-fil-A's decision to allow for a ""flexible future."" However, I question the decision to dictate a set number of days staff should be in the office. I'm not sure why we wouldn't require staff to be in-person for the cultural cornerstones, but allow for individual choice around where work happens for everything else. I'm worried that this decision could cost us in terms of retaining and attracting talent.",i m grateful for chick fil a s decision to allow for a flexible future however i question the decision to dictate a set number of days staff should be in the office i m not sure why we wouldn t require staff to be in person for the cultural cornerstones but allow for individual choice around where work happens for everything else i m worried that this decision could cost us in terms of retaining and attracting talent,[2 7]
1252,3812,Job Levels and Promotions.  There is not a process to promote or reward staff for taking on or expanding their current roles or work.  It seems like most actually have to change jobs in order to move up or get promoted.,job levels and promotions there is not a process to promote or reward staff for taking on or expanding their current roles or work it seems like most actually have to change jobs in order to move up or get promoted,[3]
1253,3824,Customer experience.  How can we ensure the customer experience is as close as possible to what customers experienced in Truett's restaurants?,customer experience how can we ensure the customer experience is as close as possible to what customers experienced in truett s restaurants,[53]
1254,3825,"Areas in technology need to be reevaluated to know if we need more experienced hires or more people to keep up with the rapidly changing environment. Once DTT makes the changes to fix one issue, there?s plenty more to address. Why do we not have a fraud prevention tool in place to prevent bad actors/ fraudsters in our app and prevent money walking out the door?  Either hire the right programmers to create our own fraud tool or invest the money for a fraud prevention tool.",areas in technology need to be reevaluated to know if we need more experienced hires or more people to keep up with the rapidly changing environment once dtt makes the changes to fix one issue there s plenty more to address why do we not have a fraud prevention tool in place to prevent bad actors fraudsters in our app and prevent money walking out the door either hire the right programmers to create our own fraud tool or invest the money for a fraud prevention tool,[6]
1255,3834,"Career path related decisions, and transparency needed around them.",career path related decisions and transparency needed around them,[3]
1256,3846,"International.  The strategy feels like we want it all without any acknowledgement of tradeoffs.  We want direct investment without being willing to resource the incredible headcount difference that strategy change includes.  We want to launch with Minimum Viable Product, but then are surprised when Operators and Team Members expect more from us and we aren't resourced to provide more than that.  We want to support those existing teams with the same resources that are also tasked with designing and building multiple overlapping timelines for one new country per year.  I would recommend a hard look at priorities - quality or speed? Quantity of countries or getting it right before moving on? In country specialization and staffing like many multi-national companies have or trying to clone US because we lack dedicated support to do anything different?",international the strategy feels like we want it all without any acknowledgement of tradeoffs we want direct investment without being willing to resource the incredible headcount difference that strategy change includes we want to launch with minimum viable product but then are surprised when operators and team members expect more from us and we aren t resourced to provide more than that we want to support those existing teams with the same resources that are also tasked with designing and building multiple overlapping timelines for one new country per year i would recommend a hard look at priorities quality or speed quantity of countries or getting it right before moving on in country specialization and staffing like many multi national companies have or trying to clone us because we lack dedicated support to do anything different,[2]
