Id,Body,Tag
2819,Promotion and headcount approval processes -- feel the lack of clarity and opportunity could be a competitive disadvantage,2
2819,Promotion and headcount approval processes -- feel the lack of clarity and opportunity could be a competitive disadvantage,3
2819,Promotion and headcount approval processes -- feel the lack of clarity and opportunity could be a competitive disadvantage,12
2822,Holding relocating Operators accountable for poor restaurant conditions,53
2825,Increase in head count to support the tremendous growth of the business.,2
2825,Increase in head count to support the tremendous growth of the business.,54
2828,"We are not doing a great job with transparency around promotions.  It very much feels like people are tapped without much process or consistent rationale.  Within departments we need to do a better job of defining what leads to promotion opportunities, and across the Company we desperately need an entire releveling to bring more equity from one division to another.",52
2828,"We are not doing a great job with transparency around promotions.  It very much feels like people are tapped without much process or consistent rationale.  Within departments we need to do a better job of defining what leads to promotion opportunities, and across the Company we desperately need an entire releveling to bring more equity from one division to another.",3
2829,"Adding internal resources/team members can be a lengthy process, which can be detrimental in today's tight labor market.",53
2831,Decisions regarding recruitment and retention of minority Operators,53
2840,"Non-Operator-facing decisions - when a direct Operator outcome is not obvious, but it?s still an important decision, sometimes we can be slow or flippant in the decision.",13
2846,"We need to be more enterprise-minded in our selections of technology solutions. There are many teams that are working on streamlining processes and implementing tech to assist, but these teams are not working together to make sure the various tech options are compatible or could be an enterprise solution. I understand that each department enjoys a certain amount of autonomy, but when these project involve touching a restaurant, we really need everyone enterprise-wide to have visibility into all projects occurring or being considered at each restaurant so we don't run into duplication of efforts or issues with Landlords or third parties. So often, legal is the team that uncovers these issues because we are engaged by multiple departments, but we don't often uncover the multiple projects until after a Landlord or third party is upset. Enterprise wide solutions (or at least enterprise compatible) are really critical.",53
2846,"We need to be more enterprise-minded in our selections of technology solutions. There are many teams that are working on streamlining processes and implementing tech to assist, but these teams are not working together to make sure the various tech options are compatible or could be an enterprise solution. I understand that each department enjoys a certain amount of autonomy, but when these project involve touching a restaurant, we really need everyone enterprise-wide to have visibility into all projects occurring or being considered at each restaurant so we don't run into duplication of efforts or issues with Landlords or third parties. So often, legal is the team that uncovers these issues because we are engaged by multiple departments, but we don't often uncover the multiple projects until after a Landlord or third party is upset. Enterprise wide solutions (or at least enterprise compatible) are really critical.",6
2854,"This is related to allocation of new hires, but distribution of work. When only certain departments get new hires, the workload becomes uneven and the team has to make it work until more help comes.",2
2854,"This is related to allocation of new hires, but distribution of work. When only certain departments get new hires, the workload becomes uneven and the team has to make it work until more help comes.",52
2860,"Which threats and risks we need to anticipate and respond to earlier. We sometimes wait until the need is becoming critical to act. For example, anticipating that hyrbid working was probably sticking around, so working on digital workplace improvements earlier. Anticipating that our growth curve of staff headount would be exponential and reinventing talent aquisition approaches before it was needed. Anticipating that the wars for talent are about to get worse that they really are and responding with development programs and automation sooner. This is an older example, but anticipating that our supply chain would need reinventing before it was broken.",2
2860,"Which threats and risks we need to anticipate and respond to earlier. We sometimes wait until the need is becoming critical to act. For example, anticipating that hyrbid working was probably sticking around, so working on digital workplace improvements earlier. Anticipating that our growth curve of staff headount would be exponential and reinventing talent aquisition approaches before it was needed. Anticipating that the wars for talent are about to get worse that they really are and responding with development programs and automation sooner. This is an older example, but anticipating that our supply chain would need reinventing before it was broken.",54
2864,"The speed, effectiveness, and individuality of Operator response to the pandemic was a good reminder that the Operator relationship is our key differentiator. I think our decisions are starting to better reflect that, but perhaps some of our decisions, activities and initiatives in recent years had not thoroughly honored that truth. Let's resist the urge to replace the challenges arising from empowerment and entrepreneurship with the stasis and decline that would come from the simplicity of tight, central control.",53
2867,"Generally speaking, the speed of decision-making due to collaboration required should be improved.",13
2877,Technology at Support Center to support flexible future,6
2885,"I think we need to improve our speed when making decisions about hiring and talent. Because of our slow pace in moving individuals through our interview process, we often lose candidates to other jobs where they have interviewed and accepted an offer while we're still in early rounds.",13
2885,"I think we need to improve our speed when making decisions about hiring and talent. Because of our slow pace in moving individuals through our interview process, we often lose candidates to other jobs where they have interviewed and accepted an offer while we're still in early rounds.",2
2887,Investing in technology to support hybrid work / meetings. Recent meetings I?ve hosted from support center with virtual attendees have encountered multiple AV/ technology issues.,6
2892,"CFA and CFA leadership needs to publicly and explicitly state its position towards the LBGTQ+ community. The ambiguity of the statements made to date and lack of follow through make it a barrier for some great people to join the CFA family; in addition, this makes certain current employees feel like they cannot be their true authentic selves at work which is a major shortcoming of our culture of care.",70
2892,"CFA and CFA leadership needs to publicly and explicitly state its position towards the LBGTQ+ community. The ambiguity of the statements made to date and lack of follow through make it a barrier for some great people to join the CFA family; in addition, this makes certain current employees feel like they cannot be their true authentic selves at work which is a major shortcoming of our culture of care.",7
2898,"While I will sing the praises of Chick-fil-A's decision making in the sense that we are exceptionally analytical and really take the time to evaluate the impact of a decision, see the short and long term effects of it, and weigh risks thoroughly, that obviously can slow some decisions. 95% of the time, I still think that is the right thing to do and not being impulsive has probably saved Chick-fil-A a hundred times over in ways we will never even know. However, there also needs to be a little more room to be reactive to our environment and inject fun and spontaneity into the brand. I was lucky enough to witness an incredible example of this this year when Joe Saracino and Sara Storck led the 50/50 beverage campaign for the NBA Finals celebration. They saw an incredible marketing and customer experience opportunity to capitalize on, and were able to rally a large team to make it happen in less than two days. While the vast majority of decisions can't be made that way, and there were many who were hesitant stating there could be some backfire from moving so quickly, Joe said something to the effect of ""I hear the concerns, but in thinking through how incredibly minor the risks are for this type of short term offer we're going to do this bc it's a chance to really quickly inject some fun into Chick-fil-A."" It was personally the most fun I have had working on something here in years, and the long day and quick agility was reinvigorating. I think we need to find more opportunities for that instead of planning and evaluating every decision to death, when the risk level allows it.",53
2898,"While I will sing the praises of Chick-fil-A's decision making in the sense that we are exceptionally analytical and really take the time to evaluate the impact of a decision, see the short and long term effects of it, and weigh risks thoroughly, that obviously can slow some decisions. 95% of the time, I still think that is the right thing to do and not being impulsive has probably saved Chick-fil-A a hundred times over in ways we will never even know. However, there also needs to be a little more room to be reactive to our environment and inject fun and spontaneity into the brand. I was lucky enough to witness an incredible example of this this year when Joe Saracino and Sara Storck led the 50/50 beverage campaign for the NBA Finals celebration. They saw an incredible marketing and customer experience opportunity to capitalize on, and were able to rally a large team to make it happen in less than two days. While the vast majority of decisions can't be made that way, and there were many who were hesitant stating there could be some backfire from moving so quickly, Joe said something to the effect of ""I hear the concerns, but in thinking through how incredibly minor the risks are for this type of short term offer we're going to do this bc it's a chance to really quickly inject some fun into Chick-fil-A."" It was personally the most fun I have had working on something here in years, and the long day and quick agility was reinvigorating. I think we need to find more opportunities for that instead of planning and evaluating every decision to death, when the risk level allows it.",13
2899,Departments outside of DTT building technical solutions that are not supportable because DTT doesn't have bandwidth. This just creates a support nightmare long term.,52
2900,"We need to improve decisions about Staff roles. I continue to see us hiring contractors in DTT to build mission critical systems that we'll use for years to come when these things should be built by more permanent Staff. Our analysts are stretched thin maintaining outdated systems while simultaneously trying to implement new systems and features. We have too much broad ownership in many roles and not enough focus which drives us to hire contractors to focus on projects Staff should be devoted to. And now that we turn over non-managed service provider contractors every year, this causes even more headaches with turnover, ramp up time, and knowledge sharing.",6
2904,"How we decide, prioritize and/or invest in various initiatives;  or at least communicating what that process looks like from a high-level, so at the department level we clearly see the why behind decisions being made.",4
2904,"How we decide, prioritize and/or invest in various initiatives;  or at least communicating what that process looks like from a high-level, so at the department level we clearly see the why behind decisions being made.",12
2904,"How we decide, prioritize and/or invest in various initiatives;  or at least communicating what that process looks like from a high-level, so at the department level we clearly see the why behind decisions being made.",8
2906,"As work and needs evolve there become gaps where certain work loses its owner. Two individual teams will try to sort through who should support that need (ex. an existing system, supporting particular Operator questions), but neither group will want or have the capacity to support it. The teams will ask their leaders for help but we'll receive no decision on which team needs to support it, how that team can get staffed or the budget to continue to support that work and new work. Leadership will respond that they didn't have time to discuss it in their meeting or they didn't reach a decision yet. So the teams continue to feel the pain of inefficient responses and resolutions when issues come up for that body of work.",53
2906,"As work and needs evolve there become gaps where certain work loses its owner. Two individual teams will try to sort through who should support that need (ex. an existing system, supporting particular Operator questions), but neither group will want or have the capacity to support it. The teams will ask their leaders for help but we'll receive no decision on which team needs to support it, how that team can get staffed or the budget to continue to support that work and new work. Leadership will respond that they didn't have time to discuss it in their meeting or they didn't reach a decision yet. So the teams continue to feel the pain of inefficient responses and resolutions when issues come up for that body of work.",54
2910,Clear career pathing and opportunities that span departments,3
2910,Clear career pathing and opportunities that span departments,12
2912,"Dress code being a bit more casual (even just jeans) would be great and I think help attract talent, especially in DTT",2
2914,"Chick-fil-A, Inc. has opportunity to improve how we make decisions around culture. Having bias towards relationships and understanding this is a core trait for our business is super important. With times changing, we may have to get creative in what relationships may look like in the next few years and make hard decisions that won't comprise who we are but will promote positivity around change and how we partner and make connections.",7
2916,"Role clarity for stricter hiring at junior levels. While building talent in character is done with time and attention, some professional skills for analysis, financial complexity and logistics are not one that happens well once the role has been hired with a plan to grow that type of skill sets.",2
2916,"Role clarity for stricter hiring at junior levels. While building talent in character is done with time and attention, some professional skills for analysis, financial complexity and logistics are not one that happens well once the role has been hired with a plan to grow that type of skill sets.",3
2920,"I think that in certain areas there is more ambiguity than others for career paths, I understand some of that is unavoidable and is just the nature of a certain path. But I feel like more leadership development opportunities for staff would be helpful for those staff interested in a people leader route.",3
2927,We need more lateral communication and awareness to avoid making decisions that cause redundancy or duplicate efforts.,8
2933,"Perhaps I'm not at a high enough Level to see conversations about people getting moved around the business for leadership development opportunities. CFA could do a better job at including more people in discussions about long term career planning. There appears to be a group of ""on the rise"" and then everybody else. How can People Leaders become better equipped to have career growth discussions with members of their team? A couple of years ago a large internal study was done (with Prophet) around Talent and Capabilities Planning. Since the pandemic began I haven't heard anything more about that work. Did we spend a million+ dollars and put another binder on the shelf to collect dust?",2
2933,"Perhaps I'm not at a high enough Level to see conversations about people getting moved around the business for leadership development opportunities. CFA could do a better job at including more people in discussions about long term career planning. There appears to be a group of ""on the rise"" and then everybody else. How can People Leaders become better equipped to have career growth discussions with members of their team? A couple of years ago a large internal study was done (with Prophet) around Talent and Capabilities Planning. Since the pandemic began I haven't heard anything more about that work. Did we spend a million+ dollars and put another binder on the shelf to collect dust?",54
2933,"Perhaps I'm not at a high enough Level to see conversations about people getting moved around the business for leadership development opportunities. CFA could do a better job at including more people in discussions about long term career planning. There appears to be a group of ""on the rise"" and then everybody else. How can People Leaders become better equipped to have career growth discussions with members of their team? A couple of years ago a large internal study was done (with Prophet) around Talent and Capabilities Planning. Since the pandemic began I haven't heard anything more about that work. Did we spend a million+ dollars and put another binder on the shelf to collect dust?",70
2933,"Perhaps I'm not at a high enough Level to see conversations about people getting moved around the business for leadership development opportunities. CFA could do a better job at including more people in discussions about long term career planning. There appears to be a group of ""on the rise"" and then everybody else. How can People Leaders become better equipped to have career growth discussions with members of their team? A couple of years ago a large internal study was done (with Prophet) around Talent and Capabilities Planning. Since the pandemic began I haven't heard anything more about that work. Did we spend a million+ dollars and put another binder on the shelf to collect dust?",3
2939,"Prioritization of work, especially between multiple teams",4
2947,1-year contingent worker policies is difficult in Software Engineering.  6 months of that time is used to really invest in and get someone up to speed.,13
2948,"Remote Work. I think we are really missing the mark with not allowing full-time remote, minus the large culture building meetings. We are going to lose a lot of talent and its really unfortunate that we are stuck on this one.  I do agree with our culture and how it's built, but I think Chick-fil-A is really slow when it comes to new generations and adapting to change.",13
2948,"Remote Work. I think we are really missing the mark with not allowing full-time remote, minus the large culture building meetings. We are going to lose a lot of talent and its really unfortunate that we are stuck on this one.  I do agree with our culture and how it's built, but I think Chick-fil-A is really slow when it comes to new generations and adapting to change.",2
2948,"Remote Work. I think we are really missing the mark with not allowing full-time remote, minus the large culture building meetings. We are going to lose a lot of talent and its really unfortunate that we are stuck on this one.  I do agree with our culture and how it's built, but I think Chick-fil-A is really slow when it comes to new generations and adapting to change.",7
2953,Use of broad resources that diverse staff bring to the table,69
2955,"We need Chick-fil-A to use DTT?s full potential. According to an estimate from senior leadership, half of all technology Chick-fil-A uses has no involvement from DTT. This creates a massive technical debt, encourages unnecessary risk, and promotes antiquated practices that are sometimes decades behind what DTT offers today. Other departments need to trust DTT to support their technology needs, and DTT needs the business to support that partnership.",6
2958,It is difficult to not see the Total Rewards and Talent management at CFA to be a little bit inconsistent and vague. I know a lot of effort has been made to improve this over the years but there is still a lot of inconsistency across the organization. For example a role that is a level 10 in one department might be a 12 in another. Both really seem to be very similar work and Total Rewards might find them two levels apart. I don't mean to target Total Rewards but I believe more consistency could be achieved.,2
2961,"Sometimes we can decide who should decide things.  Understanding who owns the ""D"" can also be an issue that slows things down.",13
2963,Communication decisions.,8
2969,Speed of contract review.,13
2972,Collaboration amongst fellow team members.,53
2973,"I don't know if there's a good way around this but I feel like there are a lot of different types of meetings that can sometimes get in the way of work productivity.  I know it's important to meet as part of culture building, so I'm not necessarily trying disrupt that, but I will say that as contractor I was able to get a lot more work done as compared to when I became a staff member.",7
2975,I think giving as much clarity as early as possible for big decisions that may affect staff could be improved. It felt like the decision to delay reopening the Support Center fully was sprung up last-minute and changed a number of people's plans.,12
2979,Have the option for 100% remote work for great talent that is not local.,2
2981,"Total Rewards. As I understand it, that team has a tremendous amount of responsibility. I do not envy them or presume the decisions are made lightly. From the first introduction of Total Rewards, there were changes made that did seem to improve the initial leveling/total rewards.  I still believe, however, that there are some glaring inconsistencies across the business. While I am very grateful for Chick-fil-A's care in compensation, inconsistencies have a negative impact on morale and culture. For instance, when the new structure was initially implemented, I was placed at one level. I felt it was wrong as did my people leader. A year later, that leveling was changed. It was explicitly explained to me that this was not a promotion, but a ""correction"" as they did agree my leveling was errant to begin with. What was never acknowledged or addressed, however, was the fact that, after a year of working at what was conceded as an incorrect level, the adjustment never came with any back compensation. I would just assume have been granted a promotion with no back compensation, but given that I was explicitly told it was a correction, back compensation would've made sense.  As I said, I am grateful for the correction in leveling. I'm grateful for the many ways Chick-fil-A takes care of me. I did not even bring the back compensation up at the time though, lest it be construed as me being ungrateful and a perpetual black mark on my reputation.  Further, on total rewards, we were told that the levels would provide a standard way to gauge work and that it would be consistent to the job, not the individual. I applaud that decision HOWEVER, in recent moves, I know of two individuals moving to new roles in which they were one if not two levels lower than their predecessor in those roles. There may be a reason for this, but the explanation of the decision was missing and leaves staff feeling as though Total Rewards is still a black box into which we have very little understanding.",3
2982,"Timing of Communicating Decisions - choosing to withhold information to wait for things to be perfectly buttoned-up breeds a lack of psychological safety in staff and operators leading to a feeling being stuck in a primal ""threat"" response and inability to work productively.",53
2982,"Timing of Communicating Decisions - choosing to withhold information to wait for things to be perfectly buttoned-up breeds a lack of psychological safety in staff and operators leading to a feeling being stuck in a primal ""threat"" response and inability to work productively.",8
2983,Cross-functional technology decisions that are supported by DTT.,6
2988,Decisions about project priorities. Teams are often given many top priorities and it's difficult to create focus and provide meaningful deliverables with those competing or changing priorities.,4
2993,- The organization structure at the mid and low levels that I am exposed to lead to a slow and fuzzy decision making; people gather in groups and committees to avoid the accountability for owning decisions.,13
3000,"Some decisions could be made more quickly than today. I think we are moving away from consensus, and that needs to continue. I think just general decision making techniques, like asking what people think the solution should be before you take much time on it, could save time if everyone is already in agreement or has a gut feel for the same decision.",13
3001,"CFA should not enforce the vaccine mandate - I understand following laws, but I would expect CFA to fight back in certain situations, such as if a law was proposed that required businesses to be open on Sundays.  Requiring employees to be tested at least once per week is not a viable option, and segregating employees for mask-wearing based on vaccination status does not encourage good workplace culture.  I would expect a Christian company not to encourage vaccinations created with strong abortion ties.",7
3002,"Timing it takes to hire talent, a lot of talent end up finding other offers as the recruiting process is lengthy.",2
3005,"CFA has outsourced many Operator facing services, which has reduced the Operator/Staff relationship to that of transaction and judgment. And we wonder why Operators don't trust Staff? The only way to show care to Operators is by having a relationship, and we need a reason to know one another. If every interaction with CFA is an interview, Operators will not share what is really going on in their lives, and the brand of CFA will suffer. Think Ryan Osbrink and the Las Vegas Operator who committed animal cruelty. Providing an internal executive coaching practice would go a long way.",53
3009,"Another type of decision I think Chick-fil-A can improve on is getting everyone in the business to adopt an AGILE and LEAN methodology mindset. These programs are available to Chick-fil-A and are on Degreed, but I think as an organization it is important to set these as standards and practices early in a new staff member's career with Chick-fil-A that will allow a new staff member to be equipped with the tools to tackle their projects. With periodic training and accountability, the new staff member can monitor for progress and improvements throughout their tenure with Chick-fil-A.",3
3011,Better mix of seasoned and new to workforce talent,2
3016,"People decisions: we need to be able to hire faster, provide better accountability for people leaders giving good feedback, and be willing to let people go when necessary.",13
3016,"People decisions: we need to be able to hire faster, provide better accountability for people leaders giving good feedback, and be willing to let people go when necessary.",70
3019,Staffing decisions,2
3024,"Approach to technical projects - we are taking on building way too many custom software projects ""because CFA is different"".   Teams are working in isolation to meet departmental requests without a whole-restaurant strategy.  We should be buying more software and only building what is absolutely necessary.  We are launching completely new development efforts faster than we are hiring individuals and it takes many individuals to develop software, or even oversee it being developed by contractors.",53
3024,"Approach to technical projects - we are taking on building way too many custom software projects ""because CFA is different"".   Teams are working in isolation to meet departmental requests without a whole-restaurant strategy.  We should be buying more software and only building what is absolutely necessary.  We are launching completely new development efforts faster than we are hiring individuals and it takes many individuals to develop software, or even oversee it being developed by contractors.",13
3024,"Approach to technical projects - we are taking on building way too many custom software projects ""because CFA is different"".   Teams are working in isolation to meet departmental requests without a whole-restaurant strategy.  We should be buying more software and only building what is absolutely necessary.  We are launching completely new development efforts faster than we are hiring individuals and it takes many individuals to develop software, or even oversee it being developed by contractors.",52
3026,"Look to expand the Support Center geographically - the reality is that new talent has a hard time getting excited about making the drive to Buffington.  Marietta, Alpharetta, Midtown, Austin, TX, NC or SC - we are just getting too huge not to think about spinning up offices that are true representations of our brand.  Need to ensure these offices also have the benefits Buffington has - childcare, gym, cafe, etc.",2
3027,Listen to a good mix of Operators. Operating decision to allow stores to close at 9 was looked on by other Operators as weakness.,53
3032,"CFA needs to continue to work  on Diversity and Inclusion, may be sharing DEI messages during team meetings will be a great way to start being transparent help spread the word",69
3034,"We do not effectively acknowledge failed products. Suggested ordering has existed for years without cracking a 40% adoption rate, and the items that they do accept it for are low-value. That is failure. And yet, we continue to dedicate an inordinate amount of time and effort to this project. We blame the need for better inventory data (i.e. getting the operators to provide more accurate inventory counts), but maybe the operators are telling you that suggested ordering just isn't that helpful to them to justify that work. That is failure.",53
3038,Allow the culture to stretch and bend a bit to keep up with the modern workplace,7
3049,"Making sure that we build in time and resources to respond to rapidly changing directions.  If we plan 100% of resources for a year, it makes it difficult to respond quickly to changes needed to best serve the restaurants.",53
3049,"Making sure that we build in time and resources to respond to rapidly changing directions.  If we plan 100% of resources for a year, it makes it difficult to respond quickly to changes needed to best serve the restaurants.",13
3050,A decision on who gets promoted and providing clear direction on how the promotion process works.,3
3050,A decision on who gets promoted and providing clear direction on how the promotion process works.,12
3056,Chick-fil-A could improve the sequencing of work so that groups across the company are working on the same outcomes at the same time and therefore able to be most productive together. Connecting and sequencing similar work that is happening across departments would save a lot of churn and duplicative efforts that happen today.,52
3057,"Hiring decisions (make good ones, just the speed at which we do)",13
3057,"Hiring decisions (make good ones, just the speed at which we do)",2
3058,"We are growing really fast, so it takes longer to find the right people or teams to work with now even for people that have been at CFA for a number of years.",13
3058,"We are growing really fast, so it takes longer to find the right people or teams to work with now even for people that have been at CFA for a number of years.",54
3064,"Chick-fil-A should certainly listed to their candidates.  I recently relocated to Atlanta for a job (about three hours from my original location).  My family had lived in that previous area for over 10 years.  We agonized over the decision to relocate to Atlanta for the CFA position.  My position was made clear to the recruiter, but it was made clear that the position would have to relocate. In the end we decided to relocate, pulling our four kids out of the world they were comfortable in, and being torn away from deep friendships. Last week it was announced that now we can live anywhere as long as we can travel for the new flexible future. This certainly made myself and my wife feel like we were kicked in the stomach. The relocation was and still is VERY hard on my family.",2
3073,Infrastructure. We put too little focus on maintaining what already exists in order to add more to the catalog.,4
3079,Chick-fil-A could improve how they are perceived by highlighting diversity among staff members.,69
3086,Increase the speed of decisions around working from home strategy.,13
3090,Headcount prioritization and allocation seems to have gotten out-of-control.  It seems like we might be hiring an excessive number of people.,2
3090,Headcount prioritization and allocation seems to have gotten out-of-control.  It seems like we might be hiring an excessive number of people.,4
3093,"Making leadership/organizational changes without thinking about the cascading effects.  Admin support/promotions is not always considered, as well as tactical decisions like ""who now owns decisions?"" and those answers aren't often communicated clearly and well to everyone involved in a timely manner after changes go live.",3
3093,"Making leadership/organizational changes without thinking about the cascading effects.  Admin support/promotions is not always considered, as well as tactical decisions like ""who now owns decisions?"" and those answers aren't often communicated clearly and well to everyone involved in a timely manner after changes go live.",12
3093,"Making leadership/organizational changes without thinking about the cascading effects.  Admin support/promotions is not always considered, as well as tactical decisions like ""who now owns decisions?"" and those answers aren't often communicated clearly and well to everyone involved in a timely manner after changes go live.",8
3095,"In some cases, there are decisions which need to be made quickly and others which could wait. I think we need to really improve on how the decisions will impact all parties involved.",13
3102,Legal review can take too long (due to understaffing).,2
3108,Hiring/Talent,2
3110,"CFA departmental leadership could be more transparent in growth opportunities with their team. Sometimes, I feel ""in the dark"" and feel like I will be stuck in my professional development. I see other departments do this well and show great transparency, how might departments run in a similar manner?",54
3110,"CFA departmental leadership could be more transparent in growth opportunities with their team. Sometimes, I feel ""in the dark"" and feel like I will be stuck in my professional development. I see other departments do this well and show great transparency, how might departments run in a similar manner?",52
3111,Unclear Resourcing and contractor rules has led my team to expend over a year of urgent work without help. It?s frustrating and we are on the edge of burnout,12
3112,Internal consistency of support to Staff and Operators through AST and new restaurant development,53
3114,"Navigating restaurant customization requests from Operators....especially those that happen during construction.  In their defense the timing of their selection is often right before or just after construction starts so they don't have an opportunity to weigh in earlier in the process.  If that is the reality of the situation, is there a better way though operator panels, etc. that we make decisions more globally and less individually?  Also, if one person on the team makes a decision on an Operator customization request that the Operator (or even another CFA staff member) is not happy with, they frequently reach out to other folks until they get a yes.",53
3116,"Infrastructure: Continue to grow without the infrastructure to do it well. For example, we are opening many more new restaurants than ever before in 2022 but we have not built out the staff in critical areas that support this work. Staffing decisions need to be made with a wider and more strategic view - we are still placing headcount the way we did 10 years ago. This also applies to",53
3116,"Infrastructure: Continue to grow without the infrastructure to do it well. For example, we are opening many more new restaurants than ever before in 2022 but we have not built out the staff in critical areas that support this work. Staffing decisions need to be made with a wider and more strategic view - we are still placing headcount the way we did 10 years ago. This also applies to",2
3118,Development of infrastructure technology to support Staff,6
3119,Reinvestment decisions in existing restaurants. We are spending dollars on work that is regularly undone because of myopic focus. We do not have a central data base that provides information on work planned at any given restaurant. We lose sales by uncoordinated efforts to improve restaurants that results in mis-spent money and unnecessary restaurant closings.,53
3120,Funding and budget decisions.  We still operate on a calendar year which is too long for a fast growing company.  Dynamic resourcing was slow and not dynamic.,13
3120,Funding and budget decisions.  We still operate on a calendar year which is too long for a fast growing company.  Dynamic resourcing was slow and not dynamic.,54
3125,"Sometimes missing the forest for the trees. If there is a strong business case for an innovation, but there is an incremental increase in initial cost. It is sometimes difficult to gain acceptance for the innovation. Even if there is a higher Return on Capital Invested.  Sometime we must look beyond individual sub-department budgets and think about stewardship across the business. What is the best longterm decision?  Higher level leadership should weigh in.",52
3126,"Innovation - there has been a lot of growth in the area of innovation and 'pursuing what's next', especially over the past 5-7 years. There is still so much room to grow in this area of the business. With dedicated/ focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster. We need to focus the innovation efforts, grow them, support them and ensure they are creating solutions to the many pressing needs in the field.",13
3126,"Innovation - there has been a lot of growth in the area of innovation and 'pursuing what's next', especially over the past 5-7 years. There is still so much room to grow in this area of the business. With dedicated/ focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster. We need to focus the innovation efforts, grow them, support them and ensure they are creating solutions to the many pressing needs in the field.",54
3126,"Innovation - there has been a lot of growth in the area of innovation and 'pursuing what's next', especially over the past 5-7 years. There is still so much room to grow in this area of the business. With dedicated/ focused people resources and dedicated funding to support more work we could innovate in so many other areas and get solutions into the field faster. We need to focus the innovation efforts, grow them, support them and ensure they are creating solutions to the many pressing needs in the field.",4
3130,We need to improve how the timing of MRO relates to the expansion of CFA. Who runs a restaurant will be one of the biggest tensions going forward. The further ahead we can prepare an Operator and make that decision earlier in the process will make it better it be for both the Operator and the CFA Inc.,53
3138,"We need to make a bigger push to have more staff visit restaurants. It?s the lifeblood of our business, and many decisions are getting made without physically seeing them in the field.",53
3141,At a department or sub-team level: Accountability and responsibility of work.,52
3142,Promotions should be based on merit and not on meeting quotas,3
3155,Questionable leadership promotions.,70
3155,Questionable leadership promotions.,3
3158,"When an Operator has an issue, who makes the final decisions... it seems to fall into a swirl and it's unclear who and when the decision will be made.",53
3163,"Speed of resource allocation.  While the process has gotten much more streamlined than 4-5 years ago, it still takes a considerable amount of time to land people resources.  At the speed with which this business is moving being nimble in our resource support is critical to not fall behind.",13
3164,It would be great to see some work implemented out of the DEI work.,69
3170,We should improve our talent decisions in regards to speed. I think we are often under water before a position is even approved and then the time to get someone into the role takes too long. We need those decisions to be made before it becomes reactionary.,13
3170,We should improve our talent decisions in regards to speed. I think we are often under water before a position is even approved and then the time to get someone into the role takes too long. We need those decisions to be made before it becomes reactionary.,2
3181,Supporting staff when operators take advantage of their position.,53
3185,Job Leveling has negatively impacted our culture.  Decisions made around Leveling is extremely poor.,3
3185,Job Leveling has negatively impacted our culture.  Decisions made around Leveling is extremely poor.,7
3187,Staffing levels to true business need.,2
3194,Be mindful of getting to be too Bureaucratic as to slow down the decision making process,13
3201,Creating too many priorities in the daily work for staff.  Many jobs have turned into 12-14 hour days with many people playing multiple roles.,4
3202,"I think leveling has helped create a lot of clarity. However, there are still many inconsistencies that are very hard to understand.",3
3202,"I think leveling has helped create a lot of clarity. However, there are still many inconsistencies that are very hard to understand.",12
3203,More flexibility in reinvestments. i.e. Type and frequency based on restaurant needs.,53
3207,Identifying and executing on quick-impact (imperfect but helpful) ways to help solve Operators' immediate business needs (not forming a sub-team to go fact-finding for six months).,53
3207,Identifying and executing on quick-impact (imperfect but helpful) ways to help solve Operators' immediate business needs (not forming a sub-team to go fact-finding for six months).,13
3211,"I have had a lot of direct reports, some for short periods of time.  Each leader had different ideas of professional growth. It makes it difficult to advance in your career.",54
3211,"I have had a lot of direct reports, some for short periods of time.  Each leader had different ideas of professional growth. It makes it difficult to advance in your career.",3
3212,"Consistency-there is a lot of leeway given.  Therefore, some departments are culturally very different than others.",52
3212,"Consistency-there is a lot of leeway given.  Therefore, some departments are culturally very different than others.",7
3216,"Some operators seem to think it is OK to treat staff as their ""servants"", to make them cry, to complain and belittle, and to demand certain staff requirements. Chick-fil-A does not seem to care or do anything about these problem operators.",53
3219,"Stemming from Example 1, we need to make sure that structural changes do not lead to an excessive bureaucracy.  The company is growing but we still need to remain nimble.",54
3226,Those involving promotions to people leaders.,70
3226,Those involving promotions to people leaders.,3
3229,"I can only speak to my experience and what I'm exposed to.  I trust that decisions around a change in processes and systems are thought through.  However, for end-users, it often feels like there isn't a great understanding of the impact of how multiple changes at one time will impact internal and external teams from a workload and capacity standpoint.",54
3230,"2) CFA needs to improve their promotional practices.  Again, if you don't fit a certain mold, you will not be promoted.  Some people are in leadership positions because of their tenure or because of who they know.  Not everyone is meant to lead people.  Some people need to lead a process and some people shouldn't lead at all.",70
3230,"2) CFA needs to improve their promotional practices.  Again, if you don't fit a certain mold, you will not be promoted.  Some people are in leadership positions because of their tenure or because of who they know.  Not everyone is meant to lead people.  Some people need to lead a process and some people shouldn't lead at all.",3
